Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
male,married,45 thru 54,graduated high school,sales worker,less than one year,no,two,two,live with parents/family,other,white,other,<=25K
female,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,seven to ten years,not married,six,nine or more,rent,apartment,asian,spanish,<=25K
male,married,45 thru 54,grad study,retired,four to six years,no,nine or more,two,own,house,white,english,>25K
male,divorced or separated,45 thru 54,grad study,professional/managerial,less than one year,yes,one,four,own,condominium,hispanic,spanish,<=25K
female,widowed,65 and over,grad study,clerical/service worker,more than ten years,not married,two,nine or more,rent,other,east indian,spanish,<=25K
male,married,25 thru 34,grad study,professional/managerial,seven to ten years,yes,two,none,rent,apartment,black,english,>25K
male,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,four,none,own,house,black,english,>25K
male,living together or not married,14 thru 17,grades 9 to 11,sales worker,more than ten years,yes,six,six,live with parents/family,condominium,white,spanish,<=25K
female,single or never married,35 thru 44,college graduate,professional/managerial,more than ten years,not married,one,none,live with parents/family,condominium,asian,english,>25K
male,married,65 and over,grades 9 to 11,student or hs or college,more than ten years,not married,seven,nine or more,live with parents/family,house,american indian,spanish,<=25K
male,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,yes,eight,none,own,house,asian,other,<=25K
male,married,45 thru 54,grad study,professional/managerial,more than ten years,not married,five,none,rent,house,american indian,english,<=25K
female,married,14 thru 17,graduated high school,sales worker,seven to ten years,yes,six,none,live with parents/family,mobile home,american indian,english,>25K
female,living together or not married,18 thru 24,grad study,unemployed,four to six years,not married,two,none,live with parents/family,other,asian,spanish,<=25K
female,widowed,18 thru 24,graduated high school,sales worker,seven to ten years,yes,six,five,live with parents/family,other,asian,spanish,<=25K
male,single or never married,55 thru 64,college graduate,retired,one to three years,not married,nine or more,seven,live with parents/family,mobile home,east indian,english,<=25K
female,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,less than one year,not married,one,five,live with parents/family,apartment,east indian,english,<=25K
male,divorced or separated,45 thru 54,graduated high school,sales worker,one to three years,not married,nine or more,none,live with parents/family,apartment,black,other,<=25K
male,single or never married,14 thru 17,grades 9 to 11,sales worker,more than ten years,not married,three,one,live with parents/family,house,black,english,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,seven to ten years,not married,nine or more,one,own,house,pacific islander,other,>25K
male,married,25 thru 34,1 to 3 years of college,military,less than one year,yes,two,none,rent,apartment,hispanic,english,>25K
female,married,65 and over,graduated high school,homemaker,more than ten years,no,two,none,own,house,white,english,>25K
female,widowed,65 and over,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,one,five,own,mobile home,white,spanish,<=25K
male,single or never married,55 thru 64,grade 8 or less,professional/managerial,four to six years,no,two,none,live with parents/family,house,hispanic,spanish,<=25K
male,living together or not married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,yes,eight,none,live with parents/family,condominium,hispanic,english,<=25K
female,divorced or separated,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,seven to ten years,not married,nine or more,none,live with parents/family,mobile home,white,other,<=25K
female,married,65 and over,1 to 3 years of college,retired,more than ten years,no,three,none,own,house,white,english,>25K
female,single or never married,18 thru 24,grade 8 or less,unemployed,more than ten years,yes,one,nine or more,rent,mobile home,hispanic,other,<=25K
male,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,five,none,live with parents/family,house,hispanic,spanish,<=25K
male,married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,four,two,own,house,white,english,>25K
male,married,35 thru 44,college graduate,professional/managerial,more than ten years,no,three,one,rent,house,white,english,>25K
female,married,45 thru 54,graduated high school,military,one to three years,not married,one,none,own,condominium,pacific islander,other,<=25K
male,married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,condominium,hispanic,english,>25K
male,single or never married,55 thru 64,1 to 3 years of college,student or hs or college,four to six years,no,eight,none,rent,apartment,east indian,english,<=25K
female,married,25 thru 34,1 to 3 years of college,homemaker,more than ten years,yes,three,one,rent,other,white,english,>25K
female,single or never married,18 thru 24,grad study,student or hs or college,one to three years,no,four,five,rent,apartment,asian,spanish,<=25K
male,living together or not married,25 thru 34,grades 9 to 11,factory worker/laborer/driver,more than ten years,not married,five,three,live with parents/family,house,hispanic,english,>25K
female,married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,yes,four,none,own,house,white,english,>25K
female,single or never married,18 thru 24,graduated high school,homemaker,less than one year,yes,seven,four,rent,apartment,pacific islander,spanish,<=25K
male,married,35 thru 44,1 to 3 years of college,professional/managerial,one to three years,no,three,one,rent,condominium,white,english,>25K
female,single or never married,14 thru 17,grad study,military,more than ten years,yes,eight,five,live with parents/family,other,hispanic,other,<=25K
female,married,25 thru 34,1 to 3 years of college,sales worker,more than ten years,yes,three,one,rent,apartment,white,english,>25K
male,living together or not married,65 and over,1 to 3 years of college,sales worker,four to six years,yes,nine or more,four,rent,other,white,other,<=25K
female,living together or not married,55 thru 64,grad study,factory worker/laborer/driver,four to six years,no,five,none,rent,house,american indian,spanish,<=25K
female,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,less than one year,yes,three,none,rent,other,american indian,english,>25K
male,married,45 thru 54,graduated high school,factory worker/laborer/driver,seven to ten years,yes,two,none,own,house,white,english,>25K
male,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,one,seven,rent,mobile home,white,other,>25K
male,married,18 thru 24,1 to 3 years of college,clerical/service worker,four to six years,not married,one,one,live with parents/family,mobile home,american indian,other,<=25K
female,divorced or separated,45 thru 54,college graduate,unemployed,less than one year,no,three,two,live with parents/family,house,asian,spanish,<=25K
male,married,25 thru 34,college graduate,clerical/service worker,four to six years,yes,two,none,own,house,pacific islander,english,>25K
female,single or never married,45 thru 54,college graduate,professional/managerial,four to six years,not married,one,nine or more,own,condominium,hispanic,other,<=25K
male,widowed,18 thru 24,1 to 3 years of college,unemployed,seven to ten years,yes,five,two,own,apartment,asian,spanish,>25K
female,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,house,white,english,>25K
male,married,55 thru 64,graduated high school,homemaker,more than ten years,not married,seven,none,rent,apartment,pacific islander,spanish,<=25K
female,single or never married,45 thru 54,college graduate,clerical/service worker,four to six years,no,one,five,rent,apartment,white,english,<=25K
male,married,35 thru 44,graduated high school,professional/managerial,more than ten years,yes,four,one,own,house,black,english,>25K
female,married,35 thru 44,1 to 3 years of college,sales worker,seven to ten years,yes,three,one,own,house,white,english,>25K
male,married,35 thru 44,grad study,professional/managerial,seven to ten years,yes,five,one,own,house,white,english,>25K
female,married,55 thru 64,1 to 3 years of college,homemaker,more than ten years,no,two,none,own,house,white,english,>25K
female,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,three,one,own,house,white,english,>25K
female,single or never married,35 thru 44,college graduate,military,more than ten years,no,six,two,rent,other,white,english,<=25K
male,married,35 thru 44,graduated high school,factory worker/laborer/driver,four to six years,yes,four,two,rent,apartment,hispanic,spanish,>25K
male,living together or not married,35 thru 44,grad study,professional/managerial,more than ten years,not married,four,none,own,house,white,english,>25K
male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,one to three years,not married,six,two,live with parents/family,house,pacific islander,spanish,<=25K
female,married,45 thru 54,graduated high school,clerical/service worker,more than ten years,yes,six,one,rent,house,white,english,>25K
female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,three,two,rent,house,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,other,english,>25K
male,married,35 thru 44,graduated high school,factory worker/laborer/driver,one to three years,yes,five,three,rent,house,hispanic,spanish,>25K
female,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,four,one,own,house,white,english,>25K
female,single or never married,35 thru 44,graduated high school,professional/managerial,seven to ten years,not married,three,one,rent,condominium,pacific islander,english,>25K
female,married,25 thru 34,graduated high school,military,more than ten years,yes,three,one,own,house,white,english,>25K
female,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,three,two,rent,apartment,hispanic,english,>25K
male,married,25 thru 34,grad study,professional/managerial,less than one year,not married,six,three,rent,condominium,white,english,<=25K
female,married,35 thru 44,graduated high school,homemaker,one to three years,no,two,none,rent,apartment,white,other,>25K
female,married,45 thru 54,1 to 3 years of college,student or hs or college,one to three years,no,nine or more,none,live with parents/family,other,white,spanish,<=25K
male,living together or not married,35 thru 44,grades 9 to 11,homemaker,more than ten years,not married,six,none,own,house,american indian,english,<=25K
female,married,45 thru 54,grade 8 or less,clerical/service worker,four to six years,no,six,five,rent,mobile home,east indian,english,>25K
male,living together or not married,18 thru 24,graduated high school,student or hs or college,one to three years,not married,two,three,live with parents/family,house,pacific islander,spanish,<=25K
male,divorced or separated,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,not married,three,two,own,condominium,other,english,>25K
female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,three,one,rent,house,white,english,>25K
male,divorced or separated,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,not married,one,none,rent,house,white,english,>25K
female,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,45 thru 54,college graduate,homemaker,less than one year,no,three,none,own,house,white,english,>25K
male,living together or not married,14 thru 17,grades 9 to 11,student or hs or college,four to six years,no,two,none,live with parents/family,house,white,english,>25K
male,divorced or separated,45 thru 54,college graduate,military,more than ten years,not married,one,none,own,house,asian,english,>25K
female,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,four,one,own,house,white,english,>25K
female,single or never married,18 thru 24,grades 9 to 11,student or hs or college,less than one year,no,seven,five,live with parents/family,house,hispanic,english,<=25K
male,married,14 thru 17,grades 9 to 11,factory worker/laborer/driver,more than ten years,not married,five,one,own,condominium,pacific islander,spanish,<=25K
female,married,25 thru 34,college graduate,clerical/service worker,more than ten years,yes,two,none,rent,condominium,east indian,other,>25K
male,single or never married,45 thru 54,college graduate,factory worker/laborer/driver,less than one year,no,six,four,rent,mobile home,pacific islander,english,<=25K
male,single or never married,25 thru 34,college graduate,sales worker,more than ten years,no,three,none,rent,condominium,american indian,other,<=25K
female,divorced or separated,55 thru 64,grad study,factory worker/laborer/driver,four to six years,not married,six,none,own,house,east indian,spanish,<=25K
female,divorced or separated,35 thru 44,college graduate,professional/managerial,seven to ten years,yes,six,four,rent,apartment,white,spanish,<=25K
female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,no,four,two,rent,house,white,english,>25K
female,living together or not married,25 thru 34,grad study,factory worker/laborer/driver,one to three years,not married,six,none,rent,apartment,pacific islander,spanish,<=25K
male,married,18 thru 24,1 to 3 years of college,military,seven to ten years,not married,five,three,own,apartment,black,english,>25K
female,married,55 thru 64,1 to 3 years of college,homemaker,more than ten years,no,two,none,own,house,white,english,>25K
female,married,25 thru 34,1 to 3 years of college,homemaker,more than ten years,no,three,one,own,house,white,english,>25K
female,married,55 thru 64,grad study,homemaker,more than ten years,no,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,graduated high school,clerical/service worker,less than one year,no,four,none,live with parents/family,house,hispanic,english,>25K
male,widowed,35 thru 44,grade 8 or less,student or hs or college,more than ten years,yes,three,six,live with parents/family,other,white,other,>25K
male,divorced or separated,45 thru 54,college graduate,unemployed,seven to ten years,yes,four,four,rent,other,black,other,>25K
male,married,25 thru 34,1 to 3 years of college,clerical/service worker,less than one year,yes,seven,two,rent,mobile home,white,spanish,<=25K
female,married,35 thru 44,1 to 3 years of college,professional/managerial,four to six years,yes,four,two,own,house,white,english,>25K
male,single or never married,14 thru 17,grades 9 to 11,clerical/service worker,more than ten years,not married,eight,three,rent,house,white,spanish,<=25K
female,single or never married,35 thru 44,grades 9 to 11,clerical/service worker,one to three years,no,eight,none,rent,other,white,english,<=25K
male,single or never married,18 thru 24,graduated high school,professional/managerial,four to six years,not married,three,none,live with parents/family,house,white,english,>25K
male,married,18 thru 24,1 to 3 years of college,sales worker,less than one year,not married,seven,none,live with parents/family,house,hispanic,english,>25K
male,married,55 thru 64,college graduate,professional/managerial,four to six years,not married,seven,two,rent,other,white,spanish,<=25K
female,divorced or separated,35 thru 44,college graduate,professional/managerial,seven to ten years,not married,five,three,own,house,white,english,>25K
male,living together or not married,35 thru 44,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,living together or not married,25 thru 34,grades 9 to 11,clerical/service worker,seven to ten years,no,four,five,live with parents/family,apartment,white,english,<=25K
female,married,18 thru 24,graduated high school,student or hs or college,seven to ten years,no,six,none,rent,house,east indian,english,>25K
male,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,less than one year,no,three,four,rent,house,hispanic,other,>25K
male,widowed,18 thru 24,graduated high school,unemployed,one to three years,not married,two,none,rent,house,hispanic,english,<=25K
female,married,25 thru 34,grad study,professional/managerial,one to three years,yes,two,none,rent,apartment,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,yes,three,none,rent,apartment,white,english,>25K
male,married,55 thru 64,1 to 3 years of college,retired,seven to ten years,no,one,three,own,apartment,asian,other,<=25K
female,divorced or separated,35 thru 44,1 to 3 years of college,factory worker/laborer/driver,seven to ten years,no,eight,four,rent,apartment,black,other,<=25K
male,living together or not married,25 thru 34,1 to 3 years of college,homemaker,less than one year,not married,two,none,rent,mobile home,american indian,spanish,>25K
female,single or never married,65 and over,college graduate,professional/managerial,seven to ten years,yes,five,two,live with parents/family,other,asian,english,<=25K
male,widowed,45 thru 54,grad study,retired,less than one year,not married,one,none,own,apartment,hispanic,english,<=25K
male,single or never married,18 thru 24,grades 9 to 11,sales worker,more than ten years,yes,two,none,own,mobile home,asian,other,<=25K
male,married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,yes,four,two,own,house,hispanic,spanish,>25K
female,single or never married,25 thru 34,graduated high school,professional/managerial,seven to ten years,no,six,nine or more,own,apartment,east indian,english,<=25K
female,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
male,married,25 thru 34,graduated high school,factory worker/laborer/driver,one to three years,yes,two,none,rent,apartment,black,english,>25K
female,single or never married,45 thru 54,1 to 3 years of college,student or hs or college,seven to ten years,yes,nine or more,none,rent,apartment,white,spanish,<=25K
female,single or never married,25 thru 34,college graduate,professional/managerial,seven to ten years,not married,six,none,live with parents/family,apartment,asian,spanish,<=25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
female,married,55 thru 64,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,single or never married,45 thru 54,graduated high school,unemployed,one to three years,not married,nine or more,six,live with parents/family,house,black,spanish,<=25K
female,married,65 and over,grad study,retired,more than ten years,no,two,none,own,house,white,english,>25K
male,divorced or separated,45 thru 54,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,one,none,own,house,white,english,>25K
male,single or never married,55 thru 64,grade 8 or less,sales worker,seven to ten years,yes,one,seven,live with parents/family,condominium,american indian,other,<=25K
female,single or never married,18 thru 24,graduated high school,retired,four to six years,not married,one,nine or more,rent,mobile home,white,other,<=25K
male,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,one,one,rent,apartment,white,english,>25K
female,living together or not married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,two,none,rent,apartment,white,english,>25K
male,married,35 thru 44,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,four,two,own,house,white,english,>25K
female,single or never married,18 thru 24,grade 8 or less,homemaker,one to three years,no,four,two,live with parents/family,house,hispanic,spanish,<=25K
female,married,35 thru 44,grade 8 or less,student or hs or college,more than ten years,yes,three,none,rent,apartment,american indian,spanish,<=25K
female,single or never married,18 thru 24,college graduate,homemaker,seven to ten years,yes,three,none,rent,apartment,pacific islander,other,<=25K
male,single or never married,14 thru 17,1 to 3 years of college,unemployed,less than one year,yes,one,none,own,apartment,white,english,<=25K
male,single or never married,55 thru 64,1 to 3 years of college,retired,less than one year,not married,three,none,live with parents/family,house,white,other,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,homemaker,less than one year,not married,five,two,live with parents/family,house,other,other,>25K
male,married,25 thru 34,college graduate,sales worker,one to three years,yes,two,none,own,condominium,white,english,>25K
male,living together or not married,45 thru 54,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,three,one,own,house,black,english,>25K
female,married,35 thru 44,graduated high school,professional/managerial,more than ten years,yes,five,three,own,house,hispanic,spanish,>25K
male,married,55 thru 64,graduated high school,student or hs or college,more than ten years,no,four,six,rent,house,pacific islander,english,<=25K
female,married,65 and over,grades 9 to 11,sales worker,one to three years,yes,nine or more,none,rent,other,white,other,<=25K
female,married,25 thru 34,grades 9 to 11,student or hs or college,seven to ten years,no,nine or more,three,live with parents/family,house,east indian,spanish,<=25K
female,single or never married,25 thru 34,college graduate,professional/managerial,less than one year,not married,five,none,rent,house,white,english,>25K
male,single or never married,18 thru 24,college graduate,professional/managerial,seven to ten years,yes,eight,nine or more,rent,condominium,white,spanish,<=25K
female,living together or not married,55 thru 64,1 to 3 years of college,student or hs or college,more than ten years,no,two,two,rent,house,asian,other,<=25K
female,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
male,single or never married,65 and over,college graduate,clerical/service worker,seven to ten years,not married,two,four,own,apartment,pacific islander,english,<=25K
female,married,14 thru 17,grades 9 to 11,student or hs or college,seven to ten years,not married,four,two,own,house,hispanic,other,>25K
male,single or never married,25 thru 34,grad study,professional/managerial,one to three years,not married,one,none,rent,apartment,white,english,>25K
female,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,no,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,yes,one,two,live with parents/family,other,hispanic,english,<=25K
female,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,six,three,rent,house,hispanic,spanish,>25K
male,single or never married,55 thru 64,college graduate,sales worker,four to six years,not married,four,two,live with parents/family,house,white,english,<=25K
male,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,six,four,rent,apartment,asian,other,<=25K
female,single or never married,18 thru 24,grad study,professional/managerial,more than ten years,no,six,nine or more,own,house,white,english,<=25K
female,single or never married,65 and over,grades 9 to 11,student or hs or college,less than one year,not married,four,one,own,mobile home,american indian,english,<=25K
female,married,55 thru 64,1 to 3 years of college,homemaker,more than ten years,no,five,two,own,house,black,english,>25K
male,single or never married,18 thru 24,grades 9 to 11,student or hs or college,more than ten years,no,nine or more,three,live with parents/family,house,american indian,spanish,>25K
male,divorced or separated,14 thru 17,grade 8 or less,unemployed,one to three years,not married,seven,none,live with parents/family,mobile home,east indian,other,<=25K
female,living together or not married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,more than ten years,no,two,none,rent,mobile home,white,other,>25K
male,married,25 thru 34,grad study,professional/managerial,more than ten years,yes,three,one,own,condominium,white,english,>25K
male,married,35 thru 44,1 to 3 years of college,professional/managerial,four to six years,yes,two,none,own,house,white,english,>25K
female,divorced or separated,35 thru 44,grad study,professional/managerial,more than ten years,not married,four,one,own,house,black,english,>25K
female,widowed,65 and over,college graduate,clerical/service worker,seven to ten years,no,one,none,rent,apartment,asian,english,>25K
male,single or never married,14 thru 17,grades 9 to 11,retired,more than ten years,not married,six,three,live with parents/family,house,other,english,<=25K
male,married,25 thru 34,grad study,clerical/service worker,one to three years,not married,one,two,rent,house,hispanic,other,<=25K
male,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,five,one,own,house,white,english,>25K
male,single or never married,18 thru 24,college graduate,professional/managerial,more than ten years,no,one,five,rent,house,asian,spanish,<=25K
female,living together or not married,18 thru 24,grades 9 to 11,student or hs or college,four to six years,yes,four,four,own,mobile home,east indian,english,<=25K
male,widowed,18 thru 24,college graduate,student or hs or college,less than one year,yes,two,two,rent,mobile home,east indian,english,>25K
female,married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,yes,four,two,own,house,hispanic,english,>25K
female,married,45 thru 54,graduated high school,clerical/service worker,more than ten years,yes,five,none,own,house,white,english,>25K
male,single or never married,18 thru 24,grades 9 to 11,sales worker,one to three years,no,six,two,live with parents/family,house,black,english,<=25K
female,living together or not married,18 thru 24,college graduate,professional/managerial,less than one year,not married,eight,none,rent,apartment,asian,spanish,<=25K
female,married,45 thru 54,1 to 3 years of college,sales worker,more than ten years,yes,two,none,own,house,white,english,>25K
female,widowed,35 thru 44,college graduate,professional/managerial,less than one year,yes,eight,three,own,mobile home,american indian,other,>25K
female,single or never married,18 thru 24,grad study,homemaker,seven to ten years,not married,two,none,rent,other,american indian,english,<=25K
male,single or never married,25 thru 34,graduated high school,professional/managerial,seven to ten years,not married,eight,three,own,house,white,english,<=25K
male,married,35 thru 44,1 to 3 years of college,sales worker,one to three years,yes,three,one,rent,house,asian,other,>25K
male,living together or not married,18 thru 24,graduated high school,sales worker,four to six years,not married,eight,five,rent,apartment,asian,spanish,<=25K
male,divorced or separated,14 thru 17,grades 9 to 11,sales worker,less than one year,not married,two,nine or more,own,house,hispanic,english,<=25K
male,single or never married,25 thru 34,graduated high school,professional/managerial,four to six years,not married,four,none,rent,apartment,white,english,>25K
male,single or never married,18 thru 24,graduated high school,military,more than ten years,no,eight,four,rent,house,hispanic,english,<=25K
male,single or never married,65 and over,grade 8 or less,retired,more than ten years,yes,nine or more,five,rent,apartment,white,other,<=25K
male,married,45 thru 54,college graduate,sales worker,four to six years,yes,two,none,own,condominium,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,not married,one,none,rent,apartment,other,english,<=25K
female,married,25 thru 34,grad study,homemaker,one to three years,no,four,two,own,house,white,english,>25K
female,married,55 thru 64,1 to 3 years of college,clerical/service worker,more than ten years,yes,three,one,own,house,white,english,>25K
male,living together or not married,55 thru 64,graduated high school,unemployed,one to three years,not married,three,none,live with parents/family,apartment,asian,english,<=25K
female,living together or not married,25 thru 34,1 to 3 years of college,clerical/service worker,one to three years,not married,two,two,live with parents/family,apartment,hispanic,spanish,>25K
female,single or never married,35 thru 44,1 to 3 years of college,homemaker,one to three years,no,eight,none,live with parents/family,apartment,white,english,>25K
male,single or never married,25 thru 34,grad study,professional/managerial,one to three years,not married,one,none,rent,apartment,white,english,>25K
male,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,four,one,own,house,white,english,>25K
female,married,25 thru 34,grade 8 or less,homemaker,seven to ten years,yes,seven,none,live with parents/family,apartment,asian,english,<=25K
male,married,25 thru 34,college graduate,student or hs or college,one to three years,no,three,none,rent,house,white,english,>25K
female,widowed,18 thru 24,college graduate,clerical/service worker,seven to ten years,yes,four,none,live with parents/family,mobile home,white,spanish,>25K
male,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,two,none,rent,apartment,hispanic,english,>25K
male,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,three,none,own,house,white,english,>25K
female,single or never married,65 and over,grad study,student or hs or college,more than ten years,not married,three,none,live with parents/family,condominium,pacific islander,other,<=25K
male,married,55 thru 64,college graduate,factory worker/laborer/driver,one to three years,yes,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,graduated high school,clerical/service worker,one to three years,yes,three,two,rent,house,black,other,<=25K
female,widowed,65 and over,college graduate,sales worker,seven to ten years,not married,four,one,own,condominium,american indian,other,>25K
male,living together or not married,65 and over,graduated high school,unemployed,seven to ten years,yes,five,one,rent,apartment,pacific islander,other,<=25K
male,living together or not married,18 thru 24,1 to 3 years of college,student or hs or college,less than one year,no,nine or more,four,own,apartment,white,other,<=25K
male,single or never married,25 thru 34,grade 8 or less,retired,more than ten years,not married,six,three,own,house,white,english,<=25K
female,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,three,one,rent,house,white,english,>25K
female,living together or not married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,two,none,rent,apartment,white,english,>25K
male,divorced or separated,25 thru 34,grades 9 to 11,retired,seven to ten years,no,two,none,live with parents/family,condominium,east indian,other,<=25K
female,single or never married,18 thru 24,grades 9 to 11,homemaker,seven to ten years,not married,two,none,rent,house,pacific islander,english,<=25K
male,widowed,45 thru 54,1 to 3 years of college,professional/managerial,seven to ten years,no,three,two,own,condominium,american indian,other,<=25K
male,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,five,two,own,house,white,english,>25K
female,living together or not married,35 thru 44,graduated high school,professional/managerial,more than ten years,not married,two,none,rent,house,white,english,>25K
male,married,45 thru 54,1 to 3 years of college,factory worker/laborer/driver,more than ten years,no,three,one,own,house,white,english,>25K
female,married,65 and over,1 to 3 years of college,retired,more than ten years,no,two,two,own,house,white,english,>25K
male,single or never married,18 thru 24,graduated high school,sales worker,four to six years,not married,two,none,rent,apartment,black,english,<=25K
female,single or never married,65 and over,college graduate,professional/managerial,four to six years,no,three,two,live with parents/family,house,american indian,english,<=25K
male,married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,none,rent,house,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,one to three years,no,one,three,rent,apartment,asian,english,>25K
female,divorced or separated,55 thru 64,1 to 3 years of college,professional/managerial,more than ten years,not married,three,two,rent,condominium,hispanic,english,>25K
male,living together or not married,65 and over,1 to 3 years of college,student or hs or college,seven to ten years,no,five,two,rent,apartment,white,other,>25K
male,single or never married,25 thru 34,college graduate,factory worker/laborer/driver,one to three years,yes,nine or more,none,live with parents/family,mobile home,white,spanish,<=25K
male,single or never married,55 thru 64,graduated high school,professional/managerial,more than ten years,yes,five,three,own,mobile home,black,english,<=25K
female,divorced or separated,18 thru 24,grad study,factory worker/laborer/driver,one to three years,not married,eight,none,live with parents/family,house,white,spanish,<=25K
female,married,18 thru 24,graduated high school,professional/managerial,more than ten years,yes,two,none,own,condominium,hispanic,english,>25K
male,single or never married,25 thru 34,1 to 3 years of college,military,more than ten years,not married,four,none,own,house,white,english,>25K
male,living together or not married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,five,none,rent,apartment,asian,english,<=25K
male,married,55 thru 64,graduated high school,retired,more than ten years,no,two,none,rent,apartment,white,english,>25K
male,divorced or separated,14 thru 17,grade 8 or less,professional/managerial,seven to ten years,no,two,none,live with parents/family,apartment,white,other,>25K
female,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
female,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,sales worker,more than ten years,yes,five,three,own,house,hispanic,english,>25K
female,single or never married,25 thru 34,grad study,professional/managerial,more than ten years,not married,three,none,own,house,white,english,>25K
male,single or never married,14 thru 17,grade 8 or less,sales worker,more than ten years,no,two,seven,live with parents/family,mobile home,asian,english,<=25K
male,widowed,18 thru 24,graduated high school,professional/managerial,less than one year,not married,two,none,rent,condominium,white,other,>25K
female,single or never married,14 thru 17,grades 9 to 11,unemployed,four to six years,yes,three,nine or more,own,other,east indian,other,<=25K
male,single or never married,14 thru 17,college graduate,sales worker,four to six years,not married,one,two,own,condominium,pacific islander,spanish,<=25K
female,living together or not married,18 thru 24,1 to 3 years of college,student or hs or college,less than one year,not married,nine or more,four,live with parents/family,apartment,hispanic,other,>25K
