cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,label
f,s,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,p
x,f,w,f,n,a,c,b,g,t,y,s,o,o,p,w,t,p,o,v,p,e
f,s,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,p
x,s,w,t,l,f,w,n,p,t,s,s,w,w,p,w,o,p,n,v,d,p
f,y,c,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l,p
k,s,g,f,n,f,c,b,e,t,k,k,p,y,p,y,n,l,n,y,g,e
f,y,y,t,l,f,c,b,p,e,s,y,w,w,p,w,o,p,n,y,p,p
k,s,n,t,n,f,c,b,o,e,y,f,g,y,p,o,t,p,w,y,u,e
f,f,g,f,n,a,c,b,u,t,s,s,n,p,p,w,o,p,n,v,u,e
f,f,n,t,n,f,w,b,g,t,y,s,p,b,p,o,t,e,k,v,w,e
f,f,n,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,v,d,e
x,y,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,d,p
k,s,n,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l,p
k,y,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p
f,y,e,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,n,v,d,p
b,f,u,t,n,a,c,b,n,e,k,s,w,g,p,y,o,l,k,a,u,e
x,y,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,g,p
s,s,u,f,n,a,w,b,e,t,s,s,y,w,p,y,o,p,n,c,g,e
f,y,e,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d,p
f,y,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,p,p
x,y,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,g,e
x,f,n,t,n,f,c,b,p,t,s,s,w,g,p,w,o,p,n,v,d,e
f,y,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l,p
x,f,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,p,p
x,f,p,f,c,f,w,n,p,e,s,s,w,w,p,w,o,p,k,s,d,p
c,f,n,f,n,a,w,b,y,e,y,f,n,e,p,y,n,f,n,v,d,e
x,y,y,t,n,a,w,n,y,e,f,y,w,w,p,n,t,e,h,v,d,e
f,s,g,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,g,p
k,y,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,p
b,y,e,t,n,f,c,b,g,e,k,y,g,e,p,n,t,e,y,c,d,e
x,y,e,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,n,v,d,p
x,s,b,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,v,u,p
b,s,n,f,n,a,c,b,o,e,s,s,o,o,p,o,o,p,o,c,l,e
f,f,g,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,g,p
x,s,g,f,n,f,w,b,p,e,k,k,w,w,p,w,t,p,w,s,g,p
c,f,n,f,n,f,c,b,o,e,k,f,b,g,p,y,n,p,r,y,w,e
x,s,w,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,u,p
c,g,p,f,a,a,w,b,g,t,f,y,y,w,p,w,t,p,o,s,g,e
x,g,n,f,n,a,c,b,p,t,s,k,g,y,p,w,t,p,n,s,d,e
f,y,e,f,n,a,w,b,g,t,f,y,o,e,p,y,n,p,k,s,d,e
x,y,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l,p
k,y,b,f,n,a,c,b,y,t,f,s,p,b,p,n,o,n,n,c,g,e
f,s,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p
k,s,e,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p,p
s,s,u,t,n,a,c,b,p,t,k,k,y,e,p,o,o,l,w,s,m,e
f,s,y,f,n,a,w,b,p,t,f,k,b,w,p,o,n,f,w,v,w,e
k,s,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p
b,s,n,f,n,a,c,b,p,e,y,y,o,b,p,o,o,f,k,s,w,e
x,s,g,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,n,s,g,e
x,f,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,p,p
x,s,g,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,s,g,e
x,s,g,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,n,s,d,p
x,f,p,f,n,a,c,b,w,t,f,y,e,p,p,y,t,e,w,v,d,e
f,y,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,p,p
k,y,n,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,p
k,y,p,t,n,a,c,b,u,e,f,s,e,w,p,y,o,e,r,a,p,e
x,y,e,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p,p
f,y,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,p,p
f,s,y,f,l,f,c,b,n,t,f,s,p,w,p,n,t,f,k,s,g,e
f,y,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d,p
x,y,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p
c,g,n,t,n,a,w,n,b,t,f,f,e,n,p,w,o,e,w,v,g,e
b,s,w,t,l,f,w,b,n,t,k,y,w,w,p,o,o,e,u,s,l,e
k,y,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p
c,y,y,t,l,f,c,b,w,e,y,y,o,e,p,n,o,n,k,s,m,e
s,y,y,t,n,a,w,b,u,t,s,y,y,b,p,w,o,e,w,a,l,e
f,f,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,d,p
x,s,w,f,c,f,c,n,u,e,s,s,w,w,p,w,o,p,n,v,d,p
x,s,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,u,p
f,y,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p
f,y,g,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,n,y,d,e
f,y,r,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,y,d,p
f,f,g,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,k,v,d,p
c,g,y,f,n,a,w,b,o,t,f,f,o,g,p,w,o,p,k,c,d,e
f,f,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g,p
x,y,g,f,n,f,w,b,g,t,s,s,w,o,p,w,o,n,u,v,g,e
x,s,b,f,a,f,c,b,k,e,s,f,o,e,p,n,o,n,k,y,g,e
x,s,g,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,k,s,g,e
k,s,b,f,n,a,c,b,p,t,s,s,p,w,p,w,t,e,b,v,l,e
x,s,g,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,k,s,d,p
x,y,e,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p
x,y,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p
f,s,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d,p
x,f,g,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,g,p
c,y,y,t,n,a,w,b,o,e,s,s,o,p,p,y,n,f,k,n,u,e
f,s,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p
x,s,p,t,n,f,w,b,b,e,f,k,o,p,p,n,o,f,n,s,d,e
x,f,w,f,n,f,w,b,w,e,k,f,y,e,p,w,n,f,w,s,g,e
x,f,g,t,n,f,c,b,w,t,s,s,g,w,p,w,o,p,n,v,d,e
b,f,g,f,n,f,w,b,g,e,k,k,w,w,p,w,t,p,w,n,g,p
f,f,g,f,n,f,w,b,y,e,y,f,y,o,p,w,t,p,n,y,d,e
f,y,r,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,y,d,p
x,s,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,s,u,p
f,y,n,f,n,a,c,b,g,t,f,s,e,p,p,w,t,p,n,v,w,e
x,g,g,f,n,a,w,b,n,t,y,k,g,o,p,y,n,p,n,y,d,e
x,s,b,f,n,a,c,b,b,t,s,s,g,g,p,n,o,f,n,s,l,e
s,f,b,t,n,a,w,b,h,e,s,f,w,o,p,w,t,e,u,c,w,e
f,y,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d,p
k,s,e,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l,p
x,f,n,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,n,a,g,e
x,f,g,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,v,d,e
x,s,g,t,n,f,c,b,g,t,k,k,b,o,p,o,o,e,k,y,g,e
s,y,n,f,n,f,c,n,y,t,s,k,b,w,p,n,t,f,y,y,m,e
k,f,p,f,n,a,w,b,e,e,s,f,w,e,p,w,n,p,k,a,g,e
x,f,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,g,p
x,f,w,f,l,f,w,b,b,t,y,y,e,b,p,w,t,p,n,s,g,e
x,s,e,t,n,a,c,b,w,t,s,s,w,o,p,w,o,n,w,s,w,e
k,s,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,p
f,y,y,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,d,p
x,f,e,f,n,a,c,b,u,e,s,k,n,y,p,n,n,f,k,c,u,e
x,y,n,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p,p
k,s,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l,p
f,s,e,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l,p
f,f,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,d,p
f,y,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d,p
x,f,e,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,v,d,p
x,y,n,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l,p
f,y,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p
x,s,b,t,n,f,c,b,e,t,s,f,y,w,p,y,n,p,k,a,w,e
b,g,y,f,a,a,c,b,k,e,s,s,w,b,p,n,n,p,n,s,g,e
c,g,g,t,n,a,c,n,p,t,y,f,o,e,p,w,o,p,b,v,l,e
f,y,e,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d,p
f,y,y,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,s,p,p
f,f,e,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,n,v,d,e
f,s,y,f,a,a,c,b,o,t,f,y,w,p,p,o,t,n,b,s,w,e
x,f,e,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,k,v,d,p
k,s,n,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,p
f,f,p,f,n,a,c,b,n,e,s,k,y,w,p,o,n,e,k,s,g,e
x,y,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,g,p
k,f,g,f,n,a,c,b,w,e,k,s,n,p,p,w,o,p,n,a,d,e
s,s,e,f,n,f,w,b,p,e,s,k,e,b,p,y,t,p,w,n,g,e
x,y,e,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d,p
f,g,p,f,n,f,w,b,w,e,y,k,b,g,p,n,t,n,n,n,l,e
c,f,e,t,n,a,w,b,e,t,s,f,b,w,p,o,n,e,w,s,g,e
f,s,r,t,a,a,w,b,w,t,s,s,w,b,p,y,n,n,k,c,p,e
x,s,n,t,n,a,c,b,e,t,y,k,n,o,p,n,n,p,w,y,u,e
x,s,w,f,c,f,w,n,g,e,s,s,w,w,p,w,o,p,n,s,d,p
s,y,p,f,n,a,c,b,g,e,s,k,y,g,p,w,n,p,n,s,g,e
k,s,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l,p
f,y,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,p,p
f,f,p,t,n,a,w,b,u,e,k,f,b,e,p,w,o,e,k,c,g,e
c,y,b,f,n,a,w,b,o,t,y,f,e,o,p,n,t,f,w,c,g,e
x,y,w,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,y,d,p
b,g,g,f,n,f,c,b,p,e,s,f,w,p,p,o,o,p,n,s,l,e
x,y,w,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,y,d,p
x,f,g,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,p,p
f,y,g,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,k,v,d,e
x,y,y,f,n,a,c,b,u,e,s,k,w,g,p,w,n,e,w,v,g,e
s,s,n,t,n,a,w,b,w,e,k,y,o,g,p,o,o,n,y,c,l,e
x,y,r,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,v,d,p
f,s,p,t,n,f,c,b,n,e,k,y,w,o,p,y,o,p,n,s,u,e
x,s,b,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,g,p
f,s,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
c,y,w,t,n,f,w,n,w,e,s,s,w,w,p,w,o,p,w,c,l,p
x,s,g,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,u,p
x,f,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,d,p
k,y,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p
f,s,g,t,n,a,w,b,n,e,k,s,p,b,p,y,n,p,y,y,u,e
k,y,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,p
k,s,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p,p
f,y,n,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,n,y,d,e
x,s,p,f,n,f,c,n,o,t,k,k,y,w,p,o,o,p,h,a,l,e
f,y,n,t,n,a,w,b,y,t,s,k,o,y,p,n,t,f,y,n,l,e
s,s,y,t,n,f,c,b,b,e,k,f,p,w,p,o,t,l,w,s,g,e
s,y,e,f,n,f,c,b,b,e,k,y,e,w,p,w,o,n,k,s,w,e
k,s,n,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d,p
x,y,n,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,n,v,d,p
x,s,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,g,e
f,f,g,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,y,d,p
f,y,n,t,n,a,w,b,n,t,s,f,p,e,p,o,t,n,k,a,g,e
x,s,n,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p,p
b,y,p,t,n,a,w,b,p,e,y,k,y,w,p,y,t,l,w,a,p,e
b,s,y,f,a,f,c,b,o,t,f,k,w,b,p,y,t,n,k,n,w,e
f,f,n,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
s,g,y,f,n,a,w,b,p,e,s,s,p,y,p,o,n,e,n,v,d,e
s,f,y,t,n,f,c,b,p,e,s,s,n,e,p,n,n,n,n,v,g,e
b,s,e,f,n,a,c,b,e,e,k,f,b,p,p,o,t,e,n,a,w,e
f,s,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d,p
k,s,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p,p
b,g,g,f,n,f,c,b,y,e,y,y,w,w,p,o,t,l,w,s,g,e
f,y,y,t,l,f,c,b,w,e,s,y,w,w,p,w,o,p,n,y,p,p
k,s,p,f,l,a,w,b,p,t,f,k,w,o,p,w,t,p,w,s,g,e
x,y,g,t,n,a,c,b,g,t,f,k,w,w,p,w,n,e,k,n,u,e
s,g,n,f,n,a,c,b,o,e,s,y,o,p,p,y,o,p,o,a,d,e
f,y,g,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,g,p
f,s,e,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,p
f,y,w,t,n,f,w,n,w,e,s,s,w,w,p,w,o,p,w,c,l,p
f,s,w,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g,p
f,y,y,t,n,f,w,b,o,t,y,s,y,w,p,w,o,p,y,s,g,e
b,g,b,t,n,f,c,b,u,t,f,f,p,w,p,w,o,l,k,a,p,e
c,s,n,t,n,f,w,b,y,t,s,s,o,b,p,w,t,e,k,v,d,e
k,y,n,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,p
x,f,e,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,n,y,d,e
x,g,g,t,n,a,w,b,e,e,s,y,y,y,p,y,n,p,k,a,d,e
x,y,e,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p,p
x,s,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p,p
f,y,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p
x,f,g,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,g,p
x,s,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,p
b,g,e,f,n,a,c,b,w,e,f,k,o,e,p,o,t,e,w,y,w,e
x,s,p,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,k,s,d,p
x,y,c,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,e
f,y,g,f,n,a,c,b,e,e,s,f,g,e,p,w,o,p,n,y,u,e
k,f,e,t,n,a,c,b,k,e,s,f,w,e,p,y,o,l,k,y,m,e
f,f,g,t,n,a,c,b,b,e,f,k,o,w,p,w,t,p,u,n,p,e
f,s,e,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p
k,s,e,t,n,a,c,b,e,t,y,s,g,o,p,w,t,p,o,n,d,e
f,y,u,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,y,d,p
x,y,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,p,p
s,s,e,t,n,f,c,b,w,t,k,f,y,g,p,y,o,l,n,y,d,e
x,y,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,m,e
k,s,n,f,n,a,c,b,y,e,s,s,o,o,p,n,o,p,b,c,l,e
x,s,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,u,p
f,s,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p
k,y,e,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,p
f,f,b,f,a,a,w,b,w,t,f,s,w,o,p,w,o,l,n,s,l,e
f,f,e,f,n,f,w,b,b,t,f,f,p,e,p,y,n,e,n,v,p,e
f,s,g,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,u,p
c,f,g,t,n,a,c,b,n,t,s,f,w,p,p,w,t,e,w,y,g,e
f,y,u,f,n,f,c,n,w,e,s,f,w,w,p,w,o,f,h,v,d,p
s,y,b,t,a,a,c,b,p,t,y,y,w,b,p,n,t,f,y,a,p,e
x,f,g,f,n,f,c,n,g,e,s,s,w,w,p,w,o,p,n,y,u,e
x,f,w,t,a,f,w,n,p,t,s,s,w,w,p,w,o,p,n,v,d,p
x,s,g,f,n,f,w,b,o,t,f,k,b,w,p,y,t,p,w,c,m,e
x,y,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p
x,s,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l,p
x,f,g,f,c,f,c,n,u,e,s,s,w,w,p,w,o,p,n,v,d,p
x,y,e,t,n,a,w,b,y,t,f,f,n,p,p,y,t,p,k,y,l,e
x,f,n,t,n,a,w,b,e,e,f,s,w,o,p,o,o,p,w,s,p,e
k,g,g,t,n,f,c,b,w,t,k,f,w,e,p,n,o,f,y,c,d,e
c,s,p,f,l,a,w,b,y,t,s,y,y,w,p,n,t,p,k,s,g,e
k,s,g,f,n,a,w,b,p,e,s,s,y,n,p,w,n,f,r,v,u,e
k,y,w,f,l,f,c,b,b,t,y,s,w,w,p,n,n,n,n,v,g,e
b,f,e,f,n,f,w,n,e,e,s,y,y,p,p,y,o,f,h,v,d,e
x,s,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,u,p
b,g,e,f,n,f,w,b,o,e,f,y,b,b,p,o,o,e,k,a,w,e
f,y,b,t,n,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w,e
x,y,y,t,n,a,c,b,p,t,s,f,e,b,p,y,t,f,n,n,g,e
x,y,n,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,n,v,d,p
s,y,y,t,a,a,w,b,y,t,f,y,p,p,p,o,t,p,n,n,l,e
f,s,p,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,g,p
k,y,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
x,y,n,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,v,d,p
k,f,b,t,n,a,c,b,o,e,k,k,w,w,p,w,o,e,n,y,g,e
f,s,e,t,n,a,w,b,p,e,k,s,w,w,p,n,o,n,r,a,u,e
x,y,n,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,y,d,e
k,f,g,t,n,f,w,b,y,t,s,k,b,b,p,n,t,n,n,y,g,e
b,s,w,f,a,a,w,b,p,t,k,k,e,w,p,n,t,f,u,n,l,e
c,g,p,f,a,a,w,b,b,t,s,s,w,o,p,w,t,e,n,s,w,e
f,s,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p,p
k,s,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l,p
s,g,g,f,l,a,w,b,y,e,k,k,w,o,p,o,t,n,y,s,m,e
f,y,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,k,v,u,p
k,s,y,f,a,a,w,b,b,t,s,s,w,b,p,o,n,p,n,y,g,e
c,f,u,f,n,a,c,b,u,e,f,s,e,b,p,n,t,p,b,n,g,e
b,y,p,f,n,a,c,b,w,e,y,s,g,g,p,o,t,p,u,y,d,e
k,g,b,t,n,f,c,n,y,e,s,s,w,o,p,y,t,p,w,v,m,e
x,s,w,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,v,u,p
x,s,b,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,g,p
x,s,e,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,p
c,g,n,t,n,a,c,b,g,e,s,s,p,g,p,n,o,p,k,v,d,e
f,f,y,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,g,p
f,y,b,f,n,a,w,b,y,e,f,s,b,o,p,y,n,n,n,s,g,e
s,s,n,t,n,f,w,b,e,e,s,s,w,g,p,w,t,n,n,y,l,e
x,y,n,f,n,a,w,b,u,e,f,f,n,b,p,y,o,p,n,a,l,e
x,f,g,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,p,p
x,f,e,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,n,y,d,e
k,y,b,f,n,f,c,b,w,e,s,f,o,p,p,y,n,n,k,n,u,e
c,g,e,f,n,a,c,b,g,t,k,f,o,o,p,y,o,e,n,v,d,e
s,y,n,f,n,a,w,b,e,t,f,s,g,o,p,n,o,l,b,a,u,e
x,y,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,d,p
b,g,g,f,n,a,c,b,y,e,y,f,p,w,p,w,n,p,y,a,l,e
b,g,u,f,n,a,w,b,p,e,k,s,b,n,p,n,n,e,o,y,u,e
f,f,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,g,p
x,s,g,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,u,p
x,f,e,f,n,f,c,b,y,e,f,y,p,w,p,n,t,p,k,y,g,e
f,g,e,t,n,a,c,b,b,e,y,f,w,e,p,y,n,e,w,y,g,e
x,y,c,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l,e
b,s,y,t,n,a,w,b,e,t,k,s,o,w,p,w,n,l,n,c,d,e
x,y,n,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,n,v,d,p
x,f,g,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,k,v,d,e
k,y,e,t,n,a,c,b,w,e,s,f,g,b,p,y,t,e,y,n,d,e
k,s,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p
x,s,w,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,u,p
f,f,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,d,p
x,g,g,f,a,f,w,b,y,t,y,s,y,w,p,y,t,e,k,s,m,e
f,f,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,g,p
f,y,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,p,p
x,f,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,d,p
b,y,n,t,n,a,w,b,e,e,s,k,b,p,p,y,t,l,u,a,g,e
f,y,g,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,y,d,e
f,s,n,f,n,f,c,b,w,e,y,y,n,n,p,w,t,p,w,y,p,p
f,y,n,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p,p
f,f,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,p,p
f,f,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,d,p
f,s,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,u,p
x,y,e,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,k,v,d,e
f,y,n,f,n,f,c,b,w,e,y,y,n,n,p,w,t,p,w,y,p,p
x,y,e,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d,p
f,y,y,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,n,s,p,e
f,y,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,p,p
k,y,n,t,n,a,w,n,o,t,y,k,b,y,p,o,t,p,o,y,u,e
x,s,g,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,u,p
x,y,y,f,n,a,w,b,p,e,s,y,p,w,p,w,o,p,y,v,d,e
s,s,g,f,n,f,w,b,e,e,s,k,p,e,p,w,n,p,b,s,d,e
f,f,p,f,n,a,c,b,y,e,y,k,y,w,p,w,o,f,w,s,g,e
k,s,p,t,n,f,c,b,b,t,y,y,p,y,p,n,n,l,w,c,g,e
x,s,g,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,u,p
f,f,g,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,p,p
f,f,b,f,n,f,c,b,e,t,s,y,o,y,p,o,t,l,k,s,d,e
f,y,b,f,n,a,c,b,p,t,s,f,b,o,p,w,t,n,u,c,l,e
f,f,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,d,p
c,y,w,t,a,f,w,b,y,t,s,k,w,e,p,w,o,e,n,s,m,e
