age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
39,management,married,tertiary,no,4800,no,no,unknown,12,may,135,3,-1,0,unknown,no
29,admin.,married,tertiary,no,111,no,no,cellular,14,may,208,1,-1,0,unknown,no
61,technician,single,secondary,no,0362581391,yes,no,cellular,27,jul,3067.84913052839,2,644.7291007404457,52.0693454500329,unknown,yes
55,unemployed,married,tertiary,no,4,yes,no,cellular,6,may,918,1,-1,0,success,yes
61.47610,admin.,divorced,tertiary,no,-46.0,yes,no,cellular,18,jul,1373,1,-1,0,unknown,yes
50,technician,married,secondary,no,1138,no,no,cellular,14,may,219,10,-1,0,unknown,no
37,blue-collar,single,tertiary,no,5473,no,no,unknown,9,may,198,2,-1,0,unknown,no
54,retired,married,unknown,no,208,no,no,unknown,12,may,255,1,-1,0,unknown,no
55,technician,married,unknown,no,1,no,no,cellular,30,apr,460,1,-1,0,unknown,yes
39,management,single,tertiary,no,375,yes,no,unknown,8,may,66,2,-1,0,unknown,no
45,technician,married,tertiary,no,35589.0,no,no,cellular,18,nov,570,2,-1,0,unknown,no
48,blue-collar,single,unknown,no,3688,yes,no,cellular,17,apr,422,1,-1,0,unknown,no
32,technician,divorced,secondary,no,607,no,no,cellular,13,mar,1060,1,-1,0,success,yes
91.46026,blue-collar,divorced,tertiary,no,3895655579,no,no,cellular,29,may,853394,1,188.05710748201324,2,failure,yes
55,entrepreneur,married,unknown,no,269,no,no,cellular,25,jun,89,4,-1,0,unknown,no
49,entrepreneur,married,secondary,no,5673,no,no,cellular,4,mar,357,3,-1,0,unknown,no
58,technician,married,tertiary,no,71,yes,no,unknown,5,may,71,1,-1,0,unknown,no
36,management,divorced,tertiary,no,3611,yes,no,unknown,4,may,347,3,-1,0,unknown,no
47,retired,married,tertiary,no,3033,yes,no,cellular,8,may,293,2,-1,0,unknown,yes
28,management,single,tertiary,no,1351,no,no,cellular,10,dec,267,1,-1,0,unknown,no
56,retired,divorced,secondary,no,1005,no,no,cellular,30,jul,69,4,-1,0,unknown,no
39,management,single,tertiary,no,416,no,no,cellular,23,oct,56,4,-1,0,unknown,no
58,retired,married,unknown,no,1241,no,no,cellular,18,jun,194,2,-1,0,unknown,yes
30,blue-collar,single,secondary,no,0,yes,no,cellular,23,jul,40,1,-1,0,unknown,no
41,technician,single,secondary,no,5372,yes,no,cellular,13,jan,248,3,-1,0,unknown,yes
36,blue-collar,single,unknown,no,478,no,no,unknown,13,may,610,1,-1,0,unknown,yes
88.04678878680,technician,single,secondary,no,4133214515,yes,yes,cellular,15.692797948729545,jul,1171,4,689.7289255639838,0,success,yes
27,blue-collar,single,secondary,no,36,no,no,cellular,29,jul,114,4,-1,0,unknown,no
58,retired,married,secondary,no,1874,no,no,unknown,30,may,103,5,-1,0,unknown,no
37,management,divorced,secondary,no,1000,no,no,cellular,22,sep,19,4,813.7627555678866,39.69347454811119,unknown,yes
30,unemployed,divorced,secondary,no,2539,no,no,cellular,29,mar,199,1,637.8552042277996,0,failure,yes
44,retired,married,secondary,no,-33.0,yes,no,cellular,28.996049572103125,jul,961,1,-1,0,other,yes
29,student,single,secondary,no,145,no,no,cellular,14,mar,105,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,603,no,no,cellular,22,may,204,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,4343075036,no,no,cellular,29,may,554,1,6,2,unknown,yes
50,management,married,tertiary,no,72,no,no,cellular,22,mar,171,13,-1,0,unknown,no
36,admin.,married,secondary,no,1601,yes,no,unknown,23,may,163,3,-1,0,unknown,no
32.77657270999,blue-collar,single,unknown,no,2,no,no,cellular,20,apr,848814,1,-1,44.45555138801697,unknown,yes
51,technician,married,tertiary,no,5350,yes,no,cellular,31,jul,612,4,-1,0,unknown,yes
44,blue-collar,divorced,secondary,no,-5854.248529226967,yes,no,cellular,12,feb,1835,3,347.8382367628725,2,failure,yes
48,housemaid,married,tertiary,no,5473,no,no,cellular,24,may,232,2,-1,0,unknown,no
47,technician,single,secondary,no,80,yes,no,cellular,16,jul,169,5,-1,0,unknown,no
47,technician,married,tertiary,no,270,no,no,cellular,6,mar,467,2,-1,0,unknown,no
31,admin.,single,tertiary,no,98,no,no,cellular,18,jul,85,2,-1,0,unknown,no
41,technician,single,tertiary,no,431,no,no,cellular,23,jul,196,1,-1,5,unknown,yes
55,retired,divorced,unknown,no,-7094.690883178106,yes,yes,unknown,30.653136633153025,may,429,4,-1,0,success,yes
50,admin.,divorced,secondary,no,363,yes,no,unknown,16,may,1340,1,-1,0,unknown,no
38,management,married,tertiary,no,14352.0,no,no,cellular,6,sep,8,1,-1,0,unknown,no
43,unemployed,single,tertiary,no,3120790718,yes,no,cellular,16,jul,186327,1,-1,1,success,yes
32,blue-collar,single,secondary,no,-34.0,yes,no,unknown,30,may,1236,2,-1,0,unknown,no
62,blue-collar,divorced,secondary,no,5,no,no,cellular,12,nov,209,3,277.1751363422736,0,other,yes
29,blue-collar,divorced,secondary,no,572,yes,no,cellular,30.016028022013725,dec,942.2967036369846,1,-1,0,unknown,yes
38,blue-collar,married,secondary,no,-388.0,yes,no,unknown,9,may,412,1,-1,0,unknown,no
61,technician,single,secondary,no,1853,yes,no,cellular,24.394138541991833,mar,388475,1,-1,2,unknown,yes
45,unemployed,single,secondary,no,1070,no,no,cellular,12,mar,572393,2,104,3,unknown,yes
36,management,divorced,secondary,no,1655,yes,no,cellular,18,nov,155,2,-1,0,unknown,no
44,technician,divorced,secondary,no,2997201911,no,no,cellular,30.998242624317793,nov,23,1,133,3,other,yes
71.70597,technician,single,tertiary,no,92,no,no,unknown,23,may,228,1,182,6,unknown,yes
46,technician,divorced,tertiary,no,1,no,no,cellular,29,jul,904482,1,653.622418640378,32.16351580616474,failure,yes
27,technician,single,tertiary,no,393,no,no,cellular,1,apr,165,2,-1,0,unknown,yes
60,admin.,married,secondary,no,-396.0,yes,no,cellular,11,may,443,1,350,1,unknown,no
55,blue-collar,married,secondary,no,49,yes,no,cellular,7,jul,494,4,-1,0,unknown,yes
53,blue-collar,single,unknown,no,343,yes,no,cellular,25,jul,616,5,-1,0,unknown,yes
32,technician,single,unknown,no,581,yes,no,cellular,10.696836952905608,may,233,1,-1,0,other,yes
68.51793523896,blue-collar,single,unknown,no,-53.0,yes,no,cellular,29,apr,648,1,-1,0,failure,yes
38,technician,married,secondary,no,2264,yes,no,cellular,17,apr,204,1,-1,0,unknown,no
39,technician,single,tertiary,no,1524,no,no,cellular,20,apr,567,1,-1,0,unknown,yes
44,management,married,tertiary,no,187,yes,no,unknown,7,may,185,1,-1,0,unknown,no
21,unemployed,single,secondary,no,794,yes,no,cellular,5,mar,800.2962575653729,1,-1,0,unknown,yes
27,retired,married,tertiary,no,345,yes,no,cellular,6,may,465,1,289,4,unknown,no
54,management,married,tertiary,no,3,no,no,cellular,8,jul,443,1,-1,0,unknown,no
32,management,single,tertiary,no,32,no,no,cellular,1,mar,441363,1,621.2963386728633,2,unknown,yes
32,entrepreneur,single,secondary,no,1181,no,no,cellular,19.072464846041253,jul,650,2,-1,0,unknown,yes
72,retired,married,secondary,no,2850,no,no,cellular,16,oct,131,2,241,1,unknown,no
47,blue-collar,single,tertiary,no,7180310008,no,no,cellular,20,jun,554503,1,-1,1,unknown,yes
52,blue-collar,married,tertiary,no,83,yes,no,cellular,26,jun,1223,2,-1,50.99605295971546,unknown,yes
25,management,married,tertiary,no,0.7,no,no,cellular,5,jul,788,1,390,0,other,yes
34,blue-collar,divorced,tertiary,no,810,yes,no,unknown,4,may,236725,2,-1,0,unknown,yes
35,entrepreneur,single,secondary,no,2110,no,no,cellular,7,jul,39,1,-1,0,unknown,no
55,management,married,secondary,no,190,no,no,unknown,9,may,271,2,-1,0,unknown,no
44,unemployed,divorced,tertiary,no,6,no,no,cellular,24.372629377907096,apr,31,2,-1,0,unknown,yes
46,admin.,married,secondary,no,556,yes,no,unknown,15,may,646,3,-1,0,unknown,yes
41,management,married,secondary,no,1471,yes,no,cellular,18,nov,233,2,-1,0,unknown,no
35,management,married,tertiary,no,1133,yes,no,cellular,3,nov,102,1,-1,0,unknown,yes
22.90581,unemployed,single,tertiary,no,68,no,no,unknown,27.380835283390596,may,1085,2,186,0,other,yes
43,technician,single,secondary,no,1667,no,no,cellular,4,feb,1213,3,-1,0,unknown,no
45,technician,single,unknown,no,4,yes,no,cellular,22,jul,864,4,-1,0,success,yes
32,management,divorced,secondary,no,7290,yes,no,cellular,18,may,518053,4,648.0677104707571,0,unknown,yes
38,management,married,tertiary,no,119,yes,no,unknown,13,may,568,4,-1,0,unknown,yes
40,management,divorced,tertiary,no,9649984743,no,no,cellular,29,sep,877643,2,409,2,success,yes
27,blue-collar,divorced,tertiary,no,5.2,no,no,unknown,12,may,528,5,252.53491399325392,4,success,yes
80.07212,management,divorced,tertiary,no,1257,yes,no,cellular,5,mar,1536,2,-1,0,unknown,yes
36,management,married,tertiary,no,396,no,no,cellular,21,nov,64,2,100,5,unknown,no
44,technician,single,secondary,no,-27.0,yes,no,unknown,14,may,100,3,-1,0,unknown,no
35,management,single,tertiary,no,565,yes,no,unknown,8.80068,may,763,1,-1,0,failure,yes
51,retired,divorced,tertiary,no,2109,no,no,cellular,13,oct,79,2,-1,0,unknown,yes
44,technician,married,unknown,no,523,yes,no,cellular,30.526789345750817,apr,152,1,682.732724745589,0,failure,yes
41,technician,single,tertiary,no,5,no,no,cellular,13,may,954,1,-1,4,unknown,yes
30,management,single,tertiary,no,3905,no,no,cellular,14,jun,112,2,-1,0,unknown,no
35,technician,married,secondary,no,254,no,no,cellular,8,jun,153,7,-1,0,unknown,no
49,blue-collar,divorced,secondary,no,3649,yes,no,unknown,15,may,150,1,-1,0,unknown,no
34,management,married,tertiary,no,1,no,no,cellular,12,nov,291,1,616.6074940856496,37.660361566688714,unknown,yes
43,unemployed,divorced,secondary,no,1046,yes,no,cellular,25.306755150020575,nov,901,1,-1,0,unknown,yes
56,unemployed,divorced,secondary,no,5,yes,no,unknown,29.736090289892207,may,511,1,187,1,failure,yes
73,retired,married,tertiary,no,1641,yes,no,cellular,27,feb,49,2,-1,0,unknown,yes
56.47751,management,single,secondary,no,9848548215,no,no,cellular,26.47322,nov,231,1,-1,0,failure,yes
31,management,single,tertiary,no,1494,no,no,cellular,13,jun,275,12,-1,0,unknown,no
30,unemployed,single,secondary,no,129,yes,no,cellular,16.662714273380686,apr,1446,7,-1,0,success,yes
38,housemaid,married,unknown,no,196,no,no,cellular,30,apr,574,1,-1,0,unknown,no
60,retired,divorced,secondary,no,1382,no,no,cellular,30,jul,112,4,-1,0,unknown,no
42,technician,married,tertiary,no,644,yes,no,unknown,7,may,19,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,2,yes,no,unknown,26,may,171,1,-1,0,unknown,no
44,blue-collar,single,secondary,no,1,yes,no,cellular,28,jul,416412,3,372.4398061342082,0,other,yes
47,management,married,tertiary,no,1105,no,no,unknown,20,may,180,6,-1,0,unknown,no
27,student,single,secondary,no,1625,no,no,cellular,2,feb,180,1,-1,0,unknown,no
49,blue-collar,married,tertiary,no,355,yes,no,unknown,2,may,253,7,-1,0,unknown,no
20,technician,single,secondary,no,28061.945615563796,no,yes,cellular,23.193164377989763,jul,253,2,-1,0,other,yes
53,entrepreneur,married,unknown,no,574,yes,no,unknown,20,may,121,2,-1,0,unknown,no
44,retired,single,secondary,no,5,yes,no,cellular,16,jul,072556,1,-1,0,other,yes
54,technician,married,secondary,no,658,no,no,cellular,12,jun,398,4,-1,0,unknown,no
68.60685407556,blue-collar,single,unknown,no,1628,no,no,cellular,12.764470981555203,jul,590,8,-1,0,unknown,yes
41,technician,single,tertiary,no,1567,no,no,cellular,1,jul,291,2,-1,0,unknown,no
36,management,single,tertiary,no,223,yes,no,cellular,8,apr,281,3,-1,0,unknown,no
34,technician,single,secondary,no,1490545613,yes,no,cellular,13.432499522640414,apr,921.2954727291883,1,-1,0,success,yes
49,blue-collar,married,unknown,no,1,no,no,cellular,5,feb,98,1,210,1,other,no
44,management,married,tertiary,no,0,yes,no,cellular,11,may,78,2,264,3,unknown,no
29,management,single,tertiary,no,1351,no,no,cellular,11,mar,228,1,91,1,unknown,no
51,blue-collar,married,tertiary,no,1938,no,no,unknown,19,may,61,1,-1,0,unknown,no
27,management,divorced,secondary,no,27261.083474732586,yes,yes,unknown,21.92246,jun,525,2,-1,0,unknown,yes
32.80625,housemaid,married,secondary,no,889,no,no,cellular,22.567107775320146,jul,388,2,-1,0,success,yes
34,blue-collar,single,unknown,no,1702,no,no,cellular,9,feb,22,4,-1,0,unknown,no
49,technician,married,secondary,no,997,no,no,unknown,18,may,118,1,-1,0,unknown,no
44,blue-collar,married,unknown,no,-101.0,yes,no,cellular,15,may,679,1,366,4,unknown,no
50,blue-collar,married,secondary,no,683,yes,no,unknown,26,may,129,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,70,yes,no,unknown,26,may,118,6,-1,0,unknown,no
33,management,married,tertiary,no,0,yes,no,cellular,14,apr,535,3,328,1,unknown,yes
31,entrepreneur,single,secondary,no,-32.0,yes,no,unknown,23,may,157,1,-1,0,unknown,no
43,technician,married,secondary,no,0,no,no,cellular,8,may,9,2,172,5,unknown,no
50,housemaid,divorced,secondary,no,0,no,no,cellular,19,nov,126,1,-1,0,unknown,no
25,unemployed,married,secondary,no,285,yes,no,unknown,29,may,859,2,-1,0,unknown,no
43,management,married,tertiary,no,4923,yes,no,cellular,10,jul,1102,1,-1,0,unknown,no
43,unemployed,married,tertiary,no,519,no,no,unknown,20,may,973,2,-1,0,unknown,no
41,technician,married,secondary,no,1066,no,no,cellular,11,feb,109,3,-1,0,unknown,yes
32,blue-collar,married,secondary,no,228,yes,no,cellular,21,jul,1017,6,-1,0,unknown,yes
43,blue-collar,married,secondary,no,488,yes,no,cellular,6,feb,8,6,-1,0,unknown,no
44,unemployed,divorced,secondary,no,-1920.8341307886085,no,no,cellular,11,mar,71,1,186,0,other,yes
41,admin.,divorced,secondary,no,-106.0,yes,no,unknown,2,may,134,3,-1,0,unknown,no
44,technician,single,primary,no,3933,no,no,telephone,28,jan,837,1,189.440899489803,0,success,yes
60,retired,single,secondary,no,979,no,no,cellular,27.740250514077882,nov,346,1,780.1333579709133,4,unknown,yes
44,blue-collar,married,secondary,no,16178.0,yes,no,cellular,21,nov,297,1,-1,0,unknown,no
47,management,single,tertiary,no,255,no,no,cellular,30,jul,802,4,-1,0,unknown,no
39,blue-collar,married,tertiary,no,1397,yes,no,unknown,12,may,10,1,-1,0,unknown,no
41,admin.,single,secondary,no,-256.0,no,no,unknown,9,may,35,3,-1,0,unknown,no
33,technician,single,tertiary,no,49,no,no,cellular,25,jun,476,3,-1,0,unknown,no
45,technician,married,secondary,no,689,yes,no,cellular,21.59265,sep,630,1,701.8217170806001,0,failure,yes
31,entrepreneur,single,secondary,no,166,yes,no,cellular,11,may,227,1,-1,0,unknown,no
45,student,single,secondary,no,1809,yes,no,telephone,11,aug,24,1,95,0,unknown,yes
68,retired,single,tertiary,no,6.0,yes,no,cellular,24.238124731799246,jun,3233.84087160776,1,97,2,unknown,yes
31,management,divorced,secondary,no,2,yes,no,cellular,19.7498173360559,mar,488301,1,-1,0,unknown,yes
44,blue-collar,single,secondary,no,2523,yes,no,unknown,29,may,1236,2,-1,0,unknown,no
55,retired,divorced,tertiary,no,9367,no,no,cellular,69,nov,271,1,227,0,failure,yes
29,blue-collar,single,secondary,no,348,yes,no,unknown,9,may,185,2,-1,0,unknown,no
65,retired,married,tertiary,no,1973,no,no,cellular,2,feb,121,1,287,3,unknown,no
40.92456,unemployed,single,primary,no,1347,yes,no,cellular,13,mar,280,1,92,0,failure,yes
90.98839509744,technician,single,unknown,no,1,yes,no,cellular,7.74151,mar,535,2,-1,0,success,yes
32,blue-collar,married,secondary,no,413,yes,no,unknown,13,may,67,1,365,1,unknown,no
40,admin.,divorced,secondary,no,4,yes,no,cellular,9,jul,189,1,-1,0,unknown,no
29,technician,single,secondary,no,590,no,no,cellular,25,may,124,1,-1,0,unknown,yes
31,blue-collar,married,secondary,no,2,yes,no,unknown,20,may,182,2,-1,0,unknown,no
35,admin.,single,secondary,no,321,no,no,cellular,21,jul,143,1,-1,3,other,yes
59,admin.,married,secondary,no,1365,no,no,unknown,19,may,327,1,-1,0,unknown,no
32,student,single,unknown,no,4218659962,no,no,cellular,12,may,180,1,-1,0,unknown,yes
60,retired,single,secondary,no,197,no,no,cellular,7,oct,1386,1,-1,0,unknown,no
48,blue-collar,married,unknown,no,1778,yes,no,unknown,8,may,267,3,-1,0,unknown,no
32,management,single,tertiary,no,1131,yes,no,unknown,20,may,267,2,-1,0,unknown,no
28,management,single,tertiary,no,1287,yes,no,cellular,26,feb,65,1,-1,0,unknown,yes
29,technician,married,tertiary,no,197,yes,no,cellular,30,jan,103,2,-1,0,unknown,no
38,technician,married,secondary,no,257,no,no,cellular,26,jun,57,1,-1,0,unknown,no
25,technician,single,tertiary,no,4416,no,no,unknown,18.799527602379044,may,29,1,-1,0,unknown,yes
38,unemployed,married,tertiary,no,2812,yes,no,cellular,3,nov,322,1,187,1,unknown,no
42,retired,divorced,unknown,no,56,yes,no,cellular,15,jul,1012,3,-1,0,unknown,yes
55,admin.,single,secondary,no,533,no,no,cellular,4,mar,365,4,-1,0,unknown,yes
45,management,single,secondary,no,1423,no,yes,cellular,57,jul,927525,2,-1,0,unknown,yes
51,housemaid,married,tertiary,no,1275,no,no,unknown,6,may,92,1,-1,0,unknown,no
33,admin.,single,secondary,no,0,yes,no,cellular,14,jul,166,3,-1,0,unknown,no
51,student,married,tertiary,no,2094,yes,no,unknown,21.80171,jun,458,6,-1,0,other,yes
45,management,single,tertiary,no,655,yes,no,unknown,20,may,693,2,-1,0,unknown,yes
36,management,single,secondary,no,1,no,no,cellular,15,may,1357,4,-1,2,other,yes
25,admin.,single,secondary,no,96,yes,no,cellular,9,feb,215,1,92,2,unknown,yes
52.43344,management,single,tertiary,no,-7172.117009410084,no,no,cellular,23.796007896501802,may,833.3641177238054,1,411.86276898860024,35,failure,yes
27,management,single,tertiary,no,498,yes,no,cellular,12,may,191,1,369,3,unknown,no
51,admin.,married,secondary,no,1535,no,no,cellular,12,jun,359,2,-1,0,unknown,no
47,management,single,secondary,no,334,yes,no,cellular,9.82044,mar,360,1,227,2,failure,yes
36,admin.,married,secondary,no,-118.0,yes,no,unknown,23,may,263,2,-1,0,unknown,no
33,unemployed,divorced,secondary,no,-845.500168400109,no,yes,cellular,15.084918621121375,apr,1373,1,-1,0,other,yes
34,technician,married,tertiary,no,197,no,no,cellular,20,jun,78,3,-1,0,unknown,yes
55,blue-collar,married,tertiary,no,136,yes,no,unknown,19,may,15,1,-1,0,unknown,no
24,technician,single,secondary,no,1295,no,no,cellular,21,jun,302246,1,-1,0,unknown,yes
47,admin.,married,secondary,no,0,no,no,cellular,10,nov,213,1,-1,1,other,yes
43.673676829780646,technician,divorced,secondary,no,1384210769,no,no,cellular,24.015041609658752,jul,1658,1,-1,0,unknown,yes
35,technician,married,tertiary,no,703,no,no,cellular,20,apr,169,1,-1,0,unknown,no
85,retired,married,secondary,no,1255,no,no,telephone,15,jan,233,3,-1,0,unknown,yes
37,management,divorced,secondary,no,414,no,no,cellular,29,jan,293,2,227,4,unknown,no
60,management,divorced,tertiary,no,366,no,no,cellular,3,may,593,1,-1,0,unknown,no
39,technician,married,tertiary,no,386,no,no,cellular,29,sep,201,2,-1,0,unknown,no
31,admin.,divorced,secondary,no,1890,yes,no,cellular,21,jul,588,1,-1,0,unknown,no
39,management,married,tertiary,no,15,yes,no,cellular,21,nov,90,2,-1,0,unknown,no
34,technician,single,secondary,no,486,yes,no,cellular,16,apr,204,1,328,2,unknown,no
30,admin.,single,secondary,no,-635.0,no,no,cellular,25,jul,250,1,-1,0,unknown,no
34,technician,single,tertiary,no,6529,no,no,cellular,14,jun,505,2,-1,0,unknown,no
49,retired,single,secondary,no,5802,no,no,cellular,12,mar,175,3,-1,2,unknown,no
42,admin.,divorced,secondary,no,146,yes,no,unknown,14,may,148,2,-1,0,unknown,no
88.16664,technician,divorced,tertiary,no,311,no,no,cellular,25.815619405819813,nov,738,1,-1,0,unknown,yes
25,unemployed,single,primary,no,26957.446629016726,no,no,cellular,26,jul,1346,4,-1,0,unknown,yes
50,blue-collar,single,secondary,no,6099770722,no,no,cellular,29,dec,814018,2,315,4,other,yes
30.55372,technician,single,secondary,no,526,yes,no,cellular,2,mar,523,1,349.3479373044604,0,other,yes
55,blue-collar,divorced,unknown,no,1093157645,no,no,unknown,29,may,296,1,-1,3,success,yes
35,technician,single,secondary,no,176,no,no,cellular,7,jun,77,2,-1,0,unknown,no
35,management,married,tertiary,no,1108,yes,no,cellular,17,nov,52,1,-1,0,unknown,no
71.35148,technician,single,unknown,no,3286,no,no,cellular,29,apr,743,1,606.1262553464798,0,other,yes
47.19106,technician,single,tertiary,no,1534002308,no,no,telephone,29,oct,046761,1,-1,0,unknown,yes
25,admin.,single,tertiary,no,760,yes,no,cellular,27,may,223,3,-1,2,unknown,yes
46,entrepreneur,married,tertiary,no,4343,yes,no,cellular,20,sep,185,1,-1,0,unknown,yes
37,entrepreneur,married,secondary,no,1543,yes,no,cellular,16,feb,138,2,-1,0,unknown,yes
46,technician,married,secondary,no,332,yes,no,unknown,9,may,772,1,-1,0,unknown,yes
49,management,single,tertiary,no,493,no,no,cellular,1,may,161,1,39,1,unknown,no
46,technician,married,tertiary,no,529,yes,no,cellular,29,jul,208,2,-1,0,unknown,no
43,technician,divorced,secondary,no,1326,no,no,cellular,26,mar,93,2,-1,0,unknown,no
35,management,married,tertiary,no,552,yes,no,cellular,19,nov,314,2,124,1,unknown,no
34,student,single,secondary,no,5,yes,no,cellular,21,jun,1877,1,-1,0,success,yes
32,student,single,secondary,no,4516247875,yes,no,unknown,70,may,889,1,-1,0,unknown,yes
69.12690,technician,single,unknown,no,4715026261,yes,no,cellular,29.345355903703425,jul,194.6672180106157,1,-1,0,unknown,yes
39,management,single,tertiary,no,-17.0,no,no,cellular,16.18142,mar,27,1,-1,0,unknown,yes
32,retired,married,tertiary,no,73,yes,no,cellular,21,nov,158,1,135,1,unknown,no
26,blue-collar,single,secondary,no,1,yes,no,cellular,5.17196715057076,jul,1237,7,719.677134634013,0,success,yes
54,retired,married,tertiary,no,1778,no,no,cellular,14,mar,319,1,268,2,unknown,no
54,blue-collar,married,unknown,no,714,no,no,cellular,5,may,225,1,-1,0,unknown,no
47,management,divorced,tertiary,no,6.6,no,no,cellular,8.95040383028756,mar,193,2,550.2490235994218,0,unknown,yes
74,retired,married,secondary,no,1714,no,no,cellular,17,feb,127,1,-1,0,unknown,yes
61,management,married,tertiary,no,4751145652,no,no,cellular,10,mar,903.2473877109392,1,-1,0,unknown,yes
42,technician,divorced,tertiary,no,147,yes,no,unknown,3,may,254,21,-1,0,unknown,no
41,technician,married,unknown,no,1529,no,no,cellular,7,jul,61,6,-1,0,unknown,no
33,blue-collar,married,secondary,no,379,yes,no,cellular,16,may,263,2,-1,0,unknown,yes
46.01627,retired,married,tertiary,no,8304,yes,no,cellular,8,mar,62.248966777606796,1,91,2,unknown,yes
35,technician,single,secondary,no,1227,yes,no,cellular,30,jul,1005,2,-1,0,unknown,yes
59.68303,retired,divorced,secondary,no,63,no,no,cellular,19,feb,330,1,445.5690725228017,0,other,yes
58,management,married,tertiary,no,591,yes,no,cellular,30,jul,233,3,-1,0,unknown,no
39,blue-collar,married,tertiary,no,1046,no,no,unknown,19,may,112,4,-1,0,unknown,no
50,management,married,unknown,no,15035.0,yes,no,cellular,12,may,158,1,-1,0,unknown,no
28,blue-collar,married,unknown,no,0,no,no,unknown,14,may,17,1,-1,0,unknown,no
52,management,married,tertiary,no,583,no,no,cellular,17,nov,209,1,91,2,unknown,yes
41,management,single,tertiary,no,6116,no,no,cellular,7,sep,97,1,-1,0,unknown,no
38,entrepreneur,married,unknown,no,1649696359,yes,no,cellular,24.951491079554046,may,715,1,-1,0,unknown,yes
52,retired,married,secondary,no,603,no,no,unknown,9,may,79,1,-1,0,unknown,no
51,technician,married,secondary,no,52,no,no,cellular,13,jun,114,2,-1,0,unknown,no
48,blue-collar,married,tertiary,no,719,no,no,cellular,11,jun,418,5,-1,0,unknown,yes
48,technician,divorced,secondary,no,164,yes,no,unknown,12,may,139,2,-1,0,unknown,no
35,management,divorced,secondary,no,-4535.9330261753275,no,no,cellular,29,may,155,1,-1,0,success,yes
86.69392,technician,divorced,tertiary,no,398,no,yes,cellular,5.47688,mar,102,1,843.5018323351171,3,other,yes
60,blue-collar,married,secondary,no,322,yes,no,cellular,7,may,63,1,-1,0,unknown,no
36,technician,married,tertiary,no,4139,no,no,unknown,11,may,175,4,-1,0,unknown,no
54,admin.,married,secondary,no,66,yes,no,cellular,11,nov,167,1,-1,0,unknown,yes
48,management,married,tertiary,no,866,no,no,cellular,29,jan,146,2,-1,0,unknown,no
30,management,married,tertiary,no,7,yes,no,cellular,28,mar,173,1,164,4,other,yes
25.470741892090466,unemployed,married,secondary,no,7066,yes,no,cellular,15,jul,667,3,186,3,other,yes
35,unemployed,single,secondary,no,978,yes,no,cellular,10.05306,mar,660,2,-1,6,unknown,yes
39,technician,married,secondary,no,116,no,no,cellular,22,may,554,2,-1,0,unknown,yes
38,technician,married,secondary,no,1029,yes,no,cellular,4,feb,206,3,223,1,other,no
38,blue-collar,single,secondary,no,13156.0,yes,no,cellular,17,apr,291,4,331,1,unknown,no
39,technician,married,secondary,no,-183.0,yes,no,unknown,14,may,202,2,-1,0,unknown,no
59,blue-collar,married,unknown,no,320,yes,no,unknown,15,may,695,1,-1,0,unknown,yes
44,management,divorced,tertiary,no,6486,no,no,cellular,30,jul,272,4,-1,0,unknown,no
32,management,single,tertiary,no,258,yes,no,cellular,29,jun,131,4,-1,0,unknown,no
46,blue-collar,married,secondary,no,4646,yes,no,cellular,7,may,33,3,359,1,unknown,no
25.826659982548378,blue-collar,married,tertiary,no,3,no,no,cellular,10,jul,584,1,-1,16.86816742259896,unknown,yes
44,management,single,secondary,no,104,no,no,cellular,18.389058510006436,may,606,1,-1,0,failure,yes
36,retired,single,secondary,no,363,no,no,cellular,6.60799,apr,198054,2,-1,0,unknown,yes
45,management,married,secondary,no,949855,no,no,cellular,15,jul,162952,2,-1,0,success,yes
57,entrepreneur,divorced,secondary,no,14,no,no,cellular,22,jul,445,2,-1,0,unknown,no
78.07119,management,single,secondary,no,4718,no,no,cellular,4.19343,nov,14,1,-1,0,other,yes
42,technician,divorced,tertiary,no,7190,yes,no,cellular,29,jul,375,2,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,6,yes,no,cellular,73,jul,709,2,-1,0,success,yes
51,blue-collar,married,unknown,no,1080,no,no,cellular,25,jul,110,1,-1,0,unknown,no
38,admin.,single,secondary,no,100,yes,no,unknown,7,may,786,1,-1,0,unknown,no
72,retired,married,secondary,no,1129,no,no,cellular,26,jun,186,1,-1,0,unknown,yes
27,student,single,secondary,no,1566,no,no,cellular,30,jan,164,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,6332,yes,no,unknown,7,may,149,1,-1,4,unknown,no
32,blue-collar,married,secondary,no,333,yes,no,cellular,8,may,501,2,-1,0,unknown,no
59,management,single,unknown,no,2239,no,no,unknown,22,may,431,1,-1,0,success,yes
28.062370810565866,technician,divorced,tertiary,no,0,yes,no,unknown,29,may,897,3,-1,0,unknown,yes
38,management,married,tertiary,no,3724,yes,no,cellular,27,jun,23,2,-1,0,unknown,no
45,student,married,tertiary,no,444,no,no,cellular,14,mar,137,1,98,5,success,yes
27,admin.,single,secondary,no,1408,no,no,cellular,27,may,242,2,-1,0,unknown,no
