Status of existing checking account,Duration,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate,personal status,Other debtors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits,Job,Number of people,Telephone,foreign worker,class
A14,4.391023760306039,A32,A49,4139.0,A61,A73,3.0,A93,A101,1.772197018110813,A123,27.0,A143,A152,2.584028316857475,A172,1.9260816165054533,A191,A201,1
A14,6.0,A32,A43,426.0,A61,A75,4.0,A92,A101,4.0,A123,39.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,54.74604451375541,A32,A45,660.0,A63,A74,2.0,A94,A101,4.0,A123,23.0,A141,A151,3.866482072415436,A173,1.0,A191,A201,1
A11,12.0,A32,A41,3386.0,A61,A75,3.0,A93,A101,4.0,<nil>,35.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,36.0,A34,A42,7127.0,A61,A72,2.0,A92,A101,4.0,<nil>,23.0,A143,A152,2.0,A173,1.0,A192,A201,2
A12,9.0,A34,A46,1501.0,A61,A75,2.0,A93,A101,3.0,<nil>,34.0,A143,A152,2.0,A173,1.0,A191,A201,2
A12,20.0,A30,A41,6148.0,A61,A75,3.0,A93,A101,4.0,<nil>,31.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,18.0,A33,A49,1950.0,A61,A74,4.0,A93,A101,3.70603837975965,A123,34.0,A143,A152,2.0,A173,1.6522635441499904,A191,A201,1
A14,6.0,A32,A43,1595.0,A61,A74,3.0,A91,A101,3.613961029618936,A124,62.820892874824665,A143,A152,1.0,A171,2.0,<nil>,A201,1
A12,24.0,A32,A48,3512.0,A61,A74,2.0,A93,A101,1.3449347600992556,A123,38.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,9.0,A34,A43,1154.0,A61,A75,2.0,A93,A101,4.0,A121,37.0,A143,A152,3.0,A173,1.0,A191,A201,1
A11,36.0,A32,A40,1842.0,A61,A72,4.0,<nil>,A101,4.0,A123,34.0,A143,A152,1.0,A173,1.0,<nil>,A201,2
A14,15.0,A32,A41,1300.0,A61,A72,1.799867939616978,A93,<nil>,1.652343527605359,A124,45.0,A143,A152,1.0,A173,1.279373862238549,A191,<nil>,1
A11,24.0,<nil>,A40,15279.042168738992,A61,A71,1.0,A93,A101,2.0,A122,30.0,A143,A152,1.0,A173,1.717671657699576,A192,A201,1
A12,30.0,A34,A40,5234.0,A61,A71,4.0,A94,A101,2.0,A123,28.0,<nil>,A152,2.0,A173,1.0,A191,A201,2
A14,15.0,A32,A40,3556.0,A61,A73,3.0,A93,A101,3.93234344635025,A124,29.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,15.0,A32,A43,1979.0,A61,A75,1.9402769910959607,A93,A101,3.654830740783973,<nil>,35.0,A143,<nil>,1.0,A173,1.0,A191,A201,1
A12,33.86228032438871,A32,A48,3617.0,A61,A75,2.230455010564663,A94,A101,4.0,A122,55.85400728299032,A143,A152,1.833312183580019,A173,1.0,A191,A201,1
A13,9.0,A30,A43,1337.0,A61,A72,4.0,A93,A101,2.0,A123,34.0,A143,A152,2.0,A173,1.0,A191,A201,2
A12,26.0,A32,A41,7966.0,A61,A72,2.0,A93,A101,3.0,A123,30.0,A143,<nil>,2.0,A173,1.0,A191,A201,1
A14,6.0,A32,A40,2080.0,A61,A71,3.8342875932963807,A93,A101,3.8532498513389233,A124,24.0,A143,A152,3.76144156389968,A173,1.573277830377036,A191,A201,1
A14,18.0,A32,A43,1453.0,A61,A72,3.0,A92,A101,1.0,A121,26.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,18.0,A30,A42,3244.0,A61,A73,1.0,A92,A101,4.0,<nil>,33.0,A143,A152,2.0,A173,1.0,A191,A201,1
A13,5.065021591512054,A32,A43,5848.0,A61,A73,1.1367470174317702,A93,A101,2.941578396734829,A121,24.0,A143,A152,3.5324495419963107,A173,1.7240941024573295,A191,A201,1
A11,12.0,A30,A43,385.0,A61,A73,1.4624595820412944,A92,A101,1.4257308311402817,<nil>,46.280052450210746,A143,A152,4.0,<nil>,1.8670902442514627,A191,A201,1
A12,9.0,A32,A42,918.0,A61,A73,4.0,A92,A101,1.0,A122,30.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,15.0,A32,A42,8885.181862144755,A61,A74,3.586632503102098,A91,A101,3.0,A124,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,22.757542257454183,A33,A40,662.0,A61,A72,1.2748099315830077,A93,A101,2.5983392561538508,A122,41.0,A143,A152,3.955343049562465,A172,2.0,A191,A201,1
A11,12.0,A32,A40,1372.0,A61,A74,2.0,A91,A101,3.0,A122,36.0,<nil>,A152,1.0,A173,1.0,A191,A201,2
A14,36.0,A34,A40,6614.0,A61,A75,2.6575665265762805,A93,A101,2.33314884880817,<nil>,52.36063908392166,<nil>,A152,3.81545500599393,A173,1.0,A191,A201,1
A11,40.0,A32,A46,5998.0,A61,A73,4.0,A93,A101,3.0,A124,27.0,A143,<nil>,1.0,A173,1.0,A192,<nil>,2
A12,48.70699415693173,A32,A49,10965.982256027202,A61,A72,2.590471754713942,A93,A101,3.4146634039263613,A124,33.0,A143,A152,1.0,A173,1.872798663123564,A192,A201,1
A14,24.0,A32,A43,12548.449863440508,A61,A74,3.0,A94,A101,2.0,A121,31.0,<nil>,A152,1.0,A173,1.4658969976413028,A191,A201,1
A14,21.0,A32,A41,2476.0,A61,A75,4.0,A93,A101,4.0,<nil>,46.0,<nil>,A152,1.0,A173,1.854795045910986,A192,A201,1
A11,17.46074833229649,A32,A40,4716.0,A61,A72,1.0,A93,A101,3.0,A121,44.0,A143,A152,1.2388093615247744,A174,1.117360414068073,A191,A201,1
A14,45.616284995490986,A32,A49,1542.0,A61,A74,2.0,A93,A101,1.75402189253235,<nil>,36.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,30.0,A31,A43,7733.15785814413,A61,A71,3.0,A94,A101,3.5452319486302457,A123,27.018453040704685,A143,A152,2.0,A174,2.0,A192,<nil>,1
A11,9.0,A33,A40,2799.0,A61,A73,2.0,A93,A101,3.605337959079885,A121,73.52614181150652,A143,A152,2.0,A173,2.0,A192,A201,1
A11,21.0,A32,A42,3599.0,A61,A74,1.0,<nil>,A101,4.0,A123,55.74520783737611,A143,A152,1.0,A173,1.968987935002375,A192,A201,1
A11,24.0,A30,A43,3660.0,A61,A75,2.0,<nil>,A101,4.0,<nil>,28.0,A143,A152,2.7588475303104545,A171,1.0,A192,A201,1
A14,8.945881085249201,A32,A43,2424.0,A61,A72,4.0,A93,A101,2.4795474076979644,A122,53.0,A143,A152,1.3298703317314924,A173,1.0,A191,A201,1
A11,15.0,A32,A40,1403.0,A61,A73,2.0,A92,A101,4.0,<nil>,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,48.0,A32,A49,12204.0,A61,A73,2.0,A93,A101,2.0,<nil>,48.0,A143,A152,1.0,A174,1.0,A192,A201,1
A12,36.0,A32,A40,7432.0,A61,A73,2.0,A93,A101,2.0,A122,54.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A42,3552.0,A61,A74,3.0,A93,A101,4.0,A123,27.0,<nil>,A152,1.0,A173,1.0,A191,A201,2
A11,6.0,A34,A43,8771.083379618227,A61,A75,2.3883765427580705,A93,A101,4.0,A121,52.0,A143,A152,2.0,<nil>,1.6004828510658362,A191,A201,1
A14,12.0,A32,A49,1185.0,A61,A73,1.2511713617034497,A92,A101,3.584423780691578,A123,27.0,A143,A152,2.741813847161003,A171,1.6868343045710374,<nil>,A201,1
A12,58.640654758659714,A32,A43,753.0,A61,A73,2.0,A93,A101,3.0,A123,64.0,A143,A152,3.4707658059624,A174,1.4930570652325177,A191,A201,1
A14,36.0,A32,A46,1819.0,A61,A73,4.0,<nil>,A101,4.0,<nil>,37.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,36.0,A32,A42,2746.0,A61,A75,4.0,A93,A101,4.0,A121,31.0,A143,A152,1.0,<nil>,1.0,A191,A201,2
A11,9.0,A32,A42,2136.0,A61,A73,3.0,A93,A101,2.0,A121,25.0,<nil>,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A33,A41,4679.0,A61,A74,3.0,A93,A101,3.0,A123,35.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,18.0,A32,A49,1568.0,A61,A71,1.8663209691159528,A93,A101,4.0,<nil>,24.0,A143,A152,1.0,A173,1.4522879950373202,A191,A201,1
A14,30.0,A31,A43,2084.2846259246785,A61,A74,4.0,A93,<nil>,3.6970787890858734,A123,25.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,36.0,A30,A45,2613.0,A61,A73,4.0,A93,A101,2.0,A123,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,33.63978161552252,<nil>,A410,1569.0,A61,A74,2.315453304318474,A93,A101,1.6027672455410062,A123,34.0,A143,A152,1.0,A172,2.0,<nil>,A201,1
A13,12.0,A34,A40,939.0,A61,A74,4.0,A94,A101,2.0,A123,28.0,A143,A152,3.0,A173,1.0,A191,A201,2
A14,24.0,A32,A43,1901.0,A61,A73,2.842752992451022,A94,A101,4.0,A124,65.80110306246115,A143,A152,1.0,A173,1.0,A191,A201,1
A11,12.0,A32,A40,1344.0,A61,A73,4.0,A93,A101,2.0,A121,43.0,A143,A152,2.0,A173,2.0,A191,A201,1
A14,36.0,A33,A49,7980.0,A61,A72,4.0,A93,A101,4.0,A123,27.0,A143,A152,2.0,A173,1.0,A192,A201,2
A14,32.67680468889546,<nil>,A45,2697.0,A61,A73,1.0,A93,<nil>,2.0,<nil>,32.0,A143,A152,1.843001783149437,A173,2.0,A191,A201,1
A14,36.0,A32,A40,11054.0,<nil>,A73,4.0,A92,A101,2.0,A124,74.95379459544202,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A32,A40,1163.0,A61,A73,4.0,A93,A101,4.0,<nil>,44.0,A143,<nil>,2.869474793524759,A173,1.0,A191,A201,1
A11,12.0,A32,A42,652.0,A61,A75,4.0,A93,A101,4.0,A122,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,12.0,A32,A42,708.0,A61,A73,2.0,A94,A101,3.0,A123,38.0,A143,A152,1.0,A173,2.0,A191,A201,1
A14,24.0,A32,A43,5943.0,A61,A72,1.0,A92,A101,1.0,A123,44.0,A143,A152,2.0,<nil>,1.0,A192,A201,2
A13,54.00403511263608,A32,A42,3049.0,A61,A72,2.434450003321834,A92,A101,3.1078610404639555,A124,62.3521416093278,A143,A152,1.0,A173,1.0,A192,A201,1
A14,18.0,A32,A43,433.0,A61,A71,3.0,A92,A101,4.0,A121,22.0,A143,A152,1.0,<nil>,1.0,A191,<nil>,2
A13,12.0,A32,A43,11802.238484211426,<nil>,A73,3.0,A92,A101,4.0,A124,23.0,A143,A152,3.695449087256279,<nil>,1.5715912990866294,A191,A201,1
A12,30.0,A32,A40,2150.0,A61,A73,4.0,A92,A101,2.0,A124,24.0,A143,A152,1.0,A173,1.0,A191,A201,2
A13,12.0,A32,A42,1474.0,A61,A72,4.0,A92,A101,1.0,<nil>,33.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,28.671107322267435,A32,A49,1076.0,A61,A72,2.0,A94,A101,2.0,A123,26.0,A143,A152,1.0,A173,1.5428486724210244,<nil>,A201,1
A14,24.0,A32,A42,3777.0,A61,A73,1.9822468671551272,<nil>,A101,4.0,<nil>,50.0,A143,A152,1.0,A171,1.0,A192,A201,1
A11,6.0,A34,A48,609.0,A61,A74,1.4234569008278497,A92,A101,1.1191041809883664,A123,37.0,A143,A152,2.78418510190312,A174,1.9521611686925568,A191,A201,1
A11,18.0,A32,A40,8929.215440271017,A61,A74,1.5116155524289452,A93,A101,1.815153239459448,A124,59.51759518665226,<nil>,A152,1.0,A173,2.0,A191,A201,1
A14,27.0,A31,A42,9564.615515060774,A61,A74,4.0,A93,A101,2.0,A121,32.0,A143,A152,3.874950217684083,A173,2.0,A192,A201,1
A14,14.0,A34,A40,802.0,A61,A73,4.0,A93,A101,2.0,A123,27.0,A143,A152,2.0,<nil>,1.7239638840154594,A191,A201,1
A11,18.0,A32,A42,2462.0,A61,A73,2.0,A93,A101,2.0,A123,22.0,<nil>,A152,1.0,A173,1.0,A191,A201,2
A13,47.00804715951615,A33,A42,15005.334104717447,A64,A73,3.1866095096080054,A93,A101,3.724146497846136,A121,58.16795895877407,A143,A152,3.4628625260569925,A173,1.0,A192,A201,1
A11,12.0,A32,A43,1107.0,A61,A73,3.844860631791597,A93,A101,3.374135819967954,A124,32.86501998054841,A143,A152,1.6697519591012653,A173,1.253790312634396,A191,A201,1
A14,24.0,A34,A43,6234.796840894792,A61,A75,4.0,<nil>,A101,3.0,A121,59.277306015587335,A143,A152,2.0,A173,1.0,A192,A201,1
A14,15.0,A34,A42,2788.0,A61,A74,2.0,A92,A101,3.0,A123,24.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,18.0,A31,A410,5866.0,A61,A72,3.8429330902085774,A93,A101,3.323508933212014,<nil>,30.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,58.67263953583012,A34,A43,730.0,A61,A75,1.545306843454565,A93,A101,2.0,A123,46.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,18.0,A32,A49,2169.0,A61,A73,4.0,A93,A101,2.0,A123,28.0,<nil>,<nil>,1.0,A173,1.0,A191,A201,2
A12,9.0,A32,A43,1206.0,A61,A75,4.0,A94,A101,2.5911221068190087,A123,25.0,A141,A152,3.571280522961142,A173,1.549743628361584,A191,A201,1
A14,12.0,A30,A43,707.0,A61,A73,1.148791755977938,A93,A101,2.0,A124,30.0,A143,A152,3.8202410370278,A173,1.0,A191,A201,1
A14,24.0,A33,A48,717.0,A61,A75,4.0,A92,<nil>,4.0,<nil>,54.0,A143,A152,2.940876119256287,<nil>,1.405051781785224,A191,A201,1
A13,24.0,A34,A40,15221.923295760256,A61,A75,4.0,A93,A101,4.0,<nil>,20.0,A143,<nil>,2.0,A173,1.0,A192,A201,1
A14,40.16056075146698,A32,A45,10158.261911617874,A61,A73,2.794825734137841,A92,A101,3.871573789035103,A121,56.57180996634852,A143,<nil>,1.0,A173,1.0,A192,A201,1
A14,12.0,A32,A43,618.0,A61,A75,4.0,A93,A101,4.0,<nil>,56.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,33.198952522336384,A34,A42,975.0,A61,A73,3.277577664445232,A93,A101,3.0,A123,61.79063656199665,A143,A152,2.0,A173,1.4311441300361416,A191,A201,1
A14,12.0,A32,A48,1736.0,A61,A74,3.0,A92,A101,1.236654208911738,<nil>,59.04625852581052,A143,A152,1.7258777875597415,A173,1.0,A191,A201,1
A11,9.0,A32,A43,1366.0,A61,A72,3.0,A92,A101,4.0,A122,22.0,A143,A152,1.0,<nil>,1.0,A191,A201,2
A11,29.552051720271045,A34,A40,13434.627413949587,A61,A73,1.4582832221813415,A93,A101,4.0,<nil>,38.0,A143,A152,2.0,A172,1.0,A191,A201,1
A14,11.93312974495037,A34,A49,6304.0,A61,A74,4.0,A93,<nil>,4.0,<nil>,36.0,A143,A152,2.0,A174,1.4814991718643271,A192,A201,1
A11,12.0,A32,A42,2577.0,A61,A73,2.0,A91,A101,1.0,<nil>,42.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A33,A46,1927.0,A61,A73,3.0,A93,A101,2.0,A123,33.0,A143,A152,2.0,A173,1.0,A192,A201,1
A12,49.9078791929543,A32,A44,2991.0,A61,A75,3.963097413535216,A94,A101,4.0,A124,25.0,A143,A152,1.0,<nil>,1.858225846151428,A192,A201,1
A12,24.0,A34,A49,2825.0,A61,A74,4.0,A93,A101,3.0,A124,34.0,A143,<nil>,2.0,A173,2.0,A191,A201,1
A13,6.0,A34,A40,1323.0,A61,A74,2.0,A91,A101,1.2608909844016116,A123,28.0,A143,A152,3.486378300429299,A173,2.0,A191,A201,1
A14,12.0,A33,A40,5801.0,A61,A74,2.0,A92,A101,4.0,<nil>,49.0,A143,A152,3.286952084067318,<nil>,1.0,A192,A201,1
A14,22.0,A32,A43,2675.0,A61,A71,1.1116852013348937,A93,A101,4.0,A123,51.13031766239133,A143,A152,3.009154826478971,A173,1.0,A191,A201,1
A11,47.0,A32,A40,10722.0,A61,A72,1.0,A92,A101,1.0,A121,35.0,A143,A152,1.0,A172,1.0,A192,A201,1
A12,33.53230027846392,A31,A410,10884.07918199154,A65,A72,1.7611291593534093,A92,A101,2.5197918478319274,A124,27.0,<nil>,A152,3.4577618903918443,A173,1.4737765218447774,A191,A201,1
A14,48.677167843108144,A32,A410,1940.0,A61,A73,4.0,A93,A101,1.378362352080316,A121,60.0,A143,A152,1.0,A174,1.0,<nil>,A201,1
A11,58.318254285584445,A34,A49,5420.750012053856,A61,A74,2.317219933491121,A94,A101,3.072338944412317,A123,32.0,A143,A152,3.031442804468921,A174,1.4696758073145832,A192,A201,1
A12,42.0,A34,A49,2303.083356142547,A61,A74,3.2343448960086696,A94,A101,1.0,A121,41.0,A143,A152,2.0,A173,1.789649266050252,A191,A201,1
A12,24.0,A32,A42,4057.0,A61,A74,3.0,A91,A101,3.0,<nil>,43.0,A143,A152,1.0,A173,1.0,A192,A201,2
A14,12.0,A32,A43,707.0,A61,A73,4.0,A93,A101,2.0,A121,30.0,A143,A152,2.0,A173,1.0,A191,A201,2
A12,36.0,A32,A46,2273.0,A61,A74,3.0,A93,A101,1.0,A123,32.0,A143,A152,2.0,A173,2.0,A191,A201,1
A11,15.0,A30,A42,3643.0,A61,A72,3.3680327341221803,<nil>,A101,4.0,<nil>,70.05925725244623,A143,A152,2.0,A174,1.4667284302298378,A192,A201,1
A12,12.0,A32,A41,10037.579136251576,<nil>,A73,4.0,A91,A101,2.0,A123,30.0,A143,A152,1.0,A173,1.703152657997244,A191,A201,1
A14,33.0,A33,A49,2764.0,A61,A73,3.75961737865136,A93,A101,3.8047287805307386,A123,69.89572604183459,A142,<nil>,2.0,A173,1.4340877718822358,A191,A201,1
A14,36.559836156735976,A32,A42,5511.0,A61,A73,1.7732735529691774,A93,A101,3.702626726254353,A123,25.0,A143,A152,2.368990161109582,A173,1.8298010770526367,A192,A201,1
A14,12.0,A30,A42,2759.0,A61,A75,2.0,A93,A101,4.0,<nil>,34.0,A143,A152,2.0,A173,1.0,A191,A201,2
A13,26.809055282096896,A34,A40,409.0,A61,A73,3.0,A92,A101,3.0,<nil>,42.0,A143,A152,2.0,<nil>,1.5889183612133189,A191,A201,1
A12,36.0,A32,A42,9034.0,A61,A72,4.0,A93,<nil>,1.0,A124,29.0,A143,A152,1.0,A174,1.0,A192,<nil>,2
A14,15.0,A32,A40,3186.0,A61,A74,2.0,A92,A101,3.0,A123,43.26145314364619,<nil>,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,<nil>,A41,6579.0,A61,A71,4.0,A93,A101,2.0,<nil>,29.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,18.0,A32,A43,629.0,A61,A71,4.0,A91,A101,3.0,A124,32.0,A143,A152,2.0,A173,1.7454887051845034,A191,A201,1
A11,48.0,A32,A41,4788.0,A61,A74,4.0,A93,A101,3.0,<nil>,26.0,A143,A152,1.0,A173,2.0,A191,A201,1
A14,33.0,A32,A41,7253.0,A61,A74,1.0354740545192525,A93,A101,2.0,A124,35.0,A143,A152,1.4221565202810795,A173,1.3740266338000615,A191,A201,1
A14,57.29326739836025,A32,A42,2406.0,A61,A72,2.0,A93,A101,1.31768410229181,A123,31.0,A143,A152,1.0,A173,1.0,A191,<nil>,1
A12,12.0,A32,A48,1007.0,A61,A71,1.2099383632184082,A94,A101,2.845587256948077,A123,22.0,A143,A152,2.959546092941748,A172,1.0,A191,A201,1
A14,24.0,A33,A45,2375.0,A61,A73,4.0,A93,A101,2.0,A124,44.0,A143,A152,3.961955509762276,A174,1.3616609789339498,A192,A201,1
A12,12.0,A30,A42,2969.0,A61,A72,4.0,A92,A101,3.0,A122,25.0,A143,A152,2.0,A173,1.0,A191,A201,2
A11,52.466248685934005,A34,A42,1478.0,A61,A71,2.466321955000888,A94,A101,2.065744132930557,A123,44.0,A143,A152,2.0,A173,2.0,A191,A201,1
A12,21.0,A32,A49,1188.0,A61,A75,2.0,A93,A101,4.0,A122,39.0,A143,A152,1.0,A173,2.0,A191,A201,2
A14,24.0,A32,A41,2603.0,A61,A73,2.0,A93,A101,4.0,A123,28.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,6.0,A32,A40,1203.0,A61,A71,1.5883549688464234,A93,A101,3.672317591652036,A123,43.0,A143,A152,1.0,A173,1.0,<nil>,A201,1
A11,10.0,A32,A49,1038.0,A61,A74,4.0,A93,A101,1.3362128909410385,A122,49.0,A143,<nil>,3.32444381038712,A174,1.95986266114706,A191,A201,1
A13,12.0,A32,A43,3016.0,A61,A73,3.0,A94,A101,1.0,A123,24.0,<nil>,A152,1.0,A173,1.0,A191,A201,2
A14,36.0,A31,A43,12732.13676621923,A61,A75,4.0,A93,A101,3.906696719690257,<nil>,51.0,A143,A152,3.9397820708916593,A174,1.552164241367797,A192,A201,1
A14,12.0,A32,A43,2171.0,A61,A72,2.0,A92,A101,2.0,A123,29.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A34,A42,13298.885855844455,A61,A74,2.0,A93,A101,3.342876778920924,A123,30.0,A143,A152,3.3861519730463128,A173,1.8066217983347592,A192,A201,1
A12,27.0,A32,A49,2528.0,<nil>,A72,4.0,A92,A101,1.0,A122,32.0,A143,A152,1.0,A173,2.0,A191,A201,1
A11,21.0,A32,A43,1835.0,A61,A73,3.0,A92,A101,2.0,<nil>,25.0,A143,A152,2.0,A173,1.0,A191,A201,2
A11,15.0,A30,A40,950.0,A61,A75,4.0,A93,A101,3.0,A123,33.0,A143,<nil>,2.0,A173,2.0,A191,A201,2
A11,8.70526667153636,A31,A410,7882.0,<nil>,A74,2.0,A93,A101,4.0,<nil>,45.0,A143,A152,1.0,A173,2.0,A191,A201,1
A14,12.0,A32,A43,2141.0,A61,A73,1.1632808485061912,A94,<nil>,1.0,A123,35.0,A143,A152,1.0,A173,1.6558312732160738,A191,<nil>,1
A12,60.0,A32,A43,7418.0,A61,A74,3.790405423615885,A93,A101,1.0,A123,27.0,A143,A152,1.0,<nil>,1.706196129513029,A191,A201,1
A14,24.0,A34,A41,3868.0,A61,A75,4.0,A92,A101,2.0,A123,41.0,A143,<nil>,2.0,A174,1.0,A192,A201,1
A12,18.0,A32,A41,12976.0,A61,A71,3.0,<nil>,A101,4.0,A124,38.0,A143,A152,1.0,A174,1.0,A192,A201,2
A14,47.2076577832935,A32,A49,3235.0,A61,A73,3.0,A93,A101,3.1958669898100567,A122,41.81218002320317,A143,A152,3.633528168771225,A173,1.7593867046787213,A191,A201,1
A11,18.0,A32,A43,1940.0,A61,A72,3.0,A93,A101,4.0,<nil>,36.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,36.0,A32,A410,4686.0,A61,A72,2.0,A93,A101,2.0,A121,32.0,A143,A152,1.0,A173,1.0,A191,<nil>,1
A14,28.0,A31,A41,7824.0,A61,A72,1.305277297034066,A93,A101,4.0,A123,20.199974732023733,A143,A151,2.827716023638929,A173,1.4186873643107338,A192,A201,1
A14,18.0,A32,A410,3229.0,A61,A71,2.0,<nil>,A101,4.0,<nil>,38.0,A143,A152,1.0,A173,1.0,A192,<nil>,1
A14,14.322593527937515,A32,A41,2569.0,A61,A74,2.011031434043528,A93,A101,4.0,A123,24.0,A143,A152,1.0,A173,1.543624582022811,A191,A201,1
A14,21.0,A32,A40,5003.0,A61,A73,1.0,A92,A101,4.0,A122,29.0,A143,A152,2.0,A173,1.0,A192,A201,2
A13,9.0,<nil>,A45,1126.0,A61,A75,2.0,A93,A101,4.0,A122,49.0,A143,A152,1.0,A173,1.0,<nil>,A201,1
A11,36.0,A32,A42,3446.0,A61,A75,4.0,A93,A101,2.0,A123,42.0,A143,A152,1.0,A173,2.0,A191,A201,2
A12,36.0,A33,A40,2225.0,A61,A75,4.0,A93,A101,4.0,<nil>,57.0,A143,A152,2.0,<nil>,1.0,A192,A201,2
A11,13.0,A34,A49,1797.0,A61,A72,3.0,A93,A101,1.0,A124,65.98305295858515,A143,A152,2.0,A174,1.8291789165504408,A191,A201,1
A14,58.07372349043047,A30,A40,682.0,A61,A74,4.0,A92,A101,3.0,<nil>,51.0,A143,A152,2.0,A171,1.948860709201224,A191,A201,1
A12,15.0,A32,A40,2631.0,A61,A73,2.0,A92,A101,4.0,<nil>,28.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,12.0,A34,A49,926.0,A61,A71,1.0,A93,A101,2.0,A122,38.0,A143,A152,3.359991677658345,A171,1.9931510941033583,A191,A201,1
A14,9.0,A34,A46,936.0,A61,A72,4.0,<nil>,A101,3.74810245255935,A121,52.0,A143,A152,2.5946313010890525,A173,1.4120590717177293,A191,A201,1
A11,36.0,<nil>,A40,3249.0,A61,A74,2.0,A93,A101,4.0,<nil>,39.0,A143,A152,1.0,A174,2.0,A192,A201,2
A14,30.0,A32,A41,7485.0,A61,A71,4.0,A92,A101,1.0,A121,53.0,A143,A152,1.0,A173,1.0,A192,A201,2
A12,12.0,A32,A43,1534.0,A61,A72,1.0,A94,<nil>,1.0,A123,23.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,48.0,A32,A41,10297.0,A61,A74,4.0,<nil>,A101,4.0,<nil>,39.0,A143,A152,3.0,A173,2.0,A192,A201,2
A12,39.0,A34,A43,4933.0,A61,A74,2.0,A93,A101,2.0,A121,25.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,18.002664015567778,A32,A43,2394.0,A61,A73,4.0,A92,A101,4.0,A122,25.0,A143,A152,3.3924778819387105,A173,1.0,A191,A201,1
A14,12.0,A34,A45,996.0,A61,A74,4.0,A92,A101,4.0,A121,23.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,18.0,A32,A42,4153.0,A61,A73,2.0,A93,A101,3.0,A123,42.0,A143,A152,1.0,A173,1.0,A191,<nil>,2
A11,24.0,A33,A43,9821.920029534109,A64,A73,4.0,<nil>,A101,4.0,<nil>,57.0,A143,A152,2.0,A172,1.0,A191,A201,1
A14,53.6708057676322,A32,A49,846.0,A61,A75,3.0,A93,A101,2.745310065461333,A123,36.0,A143,A152,1.944386653575616,A173,1.5539588181654205,A191,A201,1
A14,24.0,A34,A43,1851.0,A61,A75,4.0,A94,A101,2.0,A123,33.0,A143,<nil>,2.0,A173,1.0,A191,A201,1
A11,12.0,A32,A42,1620.0,A61,A73,2.0,A92,A101,3.0,A122,30.0,A143,<nil>,1.0,A173,1.0,A191,A201,2
A12,18.0,A34,A49,7374.0,A61,A71,2.8590734338341552,A91,A101,4.0,<nil>,71.8309299340047,A143,A152,2.0,A171,1.0,A192,A201,1
A12,58.717885433493,A32,A45,6967.0,A61,A74,4.0,A93,A101,2.4169895174690463,A122,47.64532446768726,A143,<nil>,1.0,A173,1.0,A191,A201,1
A14,9.868247208198335,A32,A49,8947.0,A61,A74,1.863082023662165,A93,A101,3.3545827891660664,A123,31.0,A143,A152,2.8465009211225327,A174,1.1331250565304505,A192,A201,1
A14,24.0,A32,A49,1559.0,A61,A74,4.0,A93,<nil>,4.0,A123,50.0,A143,A152,1.704227146267345,A173,1.0,A191,A201,1
A13,15.0,A32,A46,392.0,A61,A72,4.0,A92,A101,4.0,A122,23.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,54.78974306259976,A34,A48,14088.029170339132,A61,A72,2.0,A92,A101,2.3020943805293124,A124,22.0,A143,<nil>,3.6431795862825513,A173,1.0,A191,A201,1
