Status of existing checking account,Duration,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate,personal status,Other debtors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits,Job,Number of people,Telephone,foreign worker,class
A13,12,A32,A43,1297,A61,A73,4,A94,A101,2,A123,23,A143,A152,1,A172,1,A191,A201,1
A12,12,A32,A43,2576,A61,A73,2,A92,A101,2,A123,35,A143,A152,1,A173,1,A191,A201,2
A14,24,A32,A42,1474,A61,A72,4,A92,A101,1,A121,33,A141,A152,1,A172,1,A191,A201,1
A14,45,A32,A49,1076,A61,A73,2,A94,A101,2,A121,26,A143,A152,2,A173,1,A192,A201,1
A14,24,A32,A42,3777,A65,A73,4,A93,A101,4,A122,30,A143,A152,1,A173,1,A192,A201,1
A14,30,A32,A41,609,A61,A75,2,A92,A101,4,A123,37,A142,A152,1,A173,1,A191,A201,1
A14,44,A33,A40,2249,A62,A74,4,A93,A101,3,A124,30,A143,A152,1,A173,1,A191,A201,1
A14,30,A34,A40,8941,A65,A72,2,A93,A101,2,A123,53,A141,A152,1,A172,1,A191,A201,1
A12,14,A32,A41,802,A61,A74,4,A93,A101,4,A123,27,A143,A152,2,A172,1,A191,A201,1
A11,12,A32,A42,2462,A61,A73,2,A93,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,1
A14,24,A33,A45,1925,A61,A72,4,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,1
A11,24,A32,A43,1107,A61,A73,2,A93,A101,4,A122,34,A141,A152,1,A173,1,A192,A201,1
A14,24,A34,A43,2611,A61,A75,4,A92,A101,4,A121,46,A143,A152,1,A173,1,A191,A201,1
A14,15,A32,A42,2788,A61,A74,2,A92,A101,3,A123,24,A143,A152,2,A173,1,A192,A201,1
A12,18,A32,A40,5866,A62,A73,2,A93,A101,2,A123,30,A143,A152,2,A173,1,A192,A201,1
A12,9,A34,A43,730,A61,A75,4,A93,A101,4,A123,46,A143,A152,2,A172,1,A192,A201,1
A14,18,A33,A49,2169,A61,A73,4,A94,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,1
A12,12,A32,A43,1206,A61,A75,4,A92,A101,2,A123,34,A143,A152,2,A173,1,A191,A201,1
A14,24,A32,A43,707,A61,A75,4,A93,A101,4,A123,31,A143,A152,2,A173,1,A191,A201,1
A12,24,A32,A41,717,A61,A75,4,A94,A101,1,A122,27,A141,A152,1,A172,1,A191,A201,1
A13,30,A34,A42,3617,A61,A72,4,A93,A101,2,A123,20,A141,A151,2,A172,1,A191,A201,1
A14,24,A32,A410,8848,A65,A73,4,A92,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,1
A14,24,A34,A43,618,A61,A75,4,A93,A101,4,A122,34,A143,A152,1,A172,1,A191,A201,1
A14,44,A34,A49,12803,A61,A73,2,A92,A101,3,A124,48,A143,A152,2,A172,1,A191,A201,1
A14,48,A32,A42,1736,A61,A74,1,A92,A101,4,A123,31,A141,A152,1,A172,1,A191,A201,1
A11,12,A32,A43,1366,A61,A72,4,A92,A101,4,A123,22,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A40,4736,A65,A73,4,A92,A101,4,A123,38,A141,A152,2,A172,1,A191,A201,1
A14,24,A34,A49,6304,A61,A75,4,A94,A101,4,A122,70,A143,A152,2,A173,1,A191,A201,1
A11,34,A32,A40,2577,A65,A73,2,A93,A101,1,A123,42,A143,A152,1,A172,1,A191,A201,1
A14,24,A34,A45,1927,A61,A73,4,A92,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1
A12,30,A32,A410,2991,A61,A75,2,A92,A101,4,A123,25,A143,A152,2,A174,1,A192,A201,1
A12,24,A34,A49,2825,A61,A74,4,A93,A101,2,A121,34,A143,A151,2,A173,1,A191,A201,1
A12,24,A34,A40,1323,A62,A74,2,A93,A101,4,A122,24,A143,A152,2,A173,1,A192,A201,1
A14,24,A34,A42,655,A61,A73,4,A94,A101,4,A122,49,A143,A152,1,A173,1,A192,A201,1
A14,22,A32,A43,2675,A61,A75,1,A93,A101,4,A123,30,A143,A152,1,A173,1,A192,A201,1
A11,24,A32,A40,10722,A61,A72,4,A92,A101,2,A123,30,A143,A152,1,A172,1,A192,A201,1
A12,24,A34,A42,1295,A61,A72,4,A92,A101,2,A123,48,A143,A152,2,A173,1,A191,A201,1
A11,24,A34,A40,9346,A62,A73,4,A92,A101,4,A122,30,A143,A152,1,A173,1,A192,A201,1
A11,30,A32,A45,12446,A61,A74,4,A94,A101,4,A123,32,A143,A152,2,A174,1,A192,A201,1
A12,42,A34,A49,5954,A61,A74,2,A92,A101,4,A121,41,A143,A152,2,A172,1,A191,A201,1
A12,24,A32,A42,4057,A61,A74,1,A94,A101,3,A123,43,A143,A152,1,A173,1,A192,A201,1
A14,36,A34,A41,3535,A61,A74,1,A92,A101,4,A123,37,A143,A152,2,A173,1,A192,A201,2
A12,36,A32,A46,2273,A61,A74,1,A93,A101,4,A123,32,A143,A152,2,A173,1,A191,A201,1
A11,15,A32,A45,3643,A65,A75,4,A93,A101,4,A123,27,A143,A152,1,A172,1,A192,A201,1
A13,27,A32,A410,2028,A61,A73,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,1
A11,46,A32,A49,5705,A61,A73,4,A92,A101,2,A123,26,A143,A152,2,A173,1,A192,A201,1
A14,24,A32,A45,5511,A65,A74,4,A93,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,1
A12,12,A32,A41,7966,A61,A72,2,A93,A101,3,A123,30,A143,A152,2,A173,1,A191,A201,1
A14,24,A32,A45,409,A65,A75,4,A92,A101,3,A123,27,A143,A152,2,A174,1,A191,A201,1
A14,24,A34,A43,1901,A62,A73,1,A92,A101,4,A123,25,A143,A152,1,A173,1,A192,A201,2
A14,41,A32,A40,11435,A65,A72,2,A94,A101,3,A123,74,A143,A152,1,A173,1,A192,A201,1
A11,24,A32,A41,6579,A61,A73,4,A93,A101,2,A123,25,A143,A152,1,A174,1,A192,A201,1
A12,15,A34,A44,629,A65,A72,4,A93,A101,3,A123,32,A143,A152,2,A174,1,A191,A201,1
A11,48,A32,A41,4788,A61,A74,4,A93,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,1
A13,46,A34,A40,7253,A61,A74,1,A93,A101,2,A123,30,A141,A151,2,A173,1,A191,A201,1
A14,12,A32,A42,2406,A61,A73,2,A93,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,1
A12,12,A32,A40,1007,A61,A73,4,A94,A101,4,A122,22,A143,A152,1,A174,1,A192,A201,1
A14,24,A33,A49,14916,A62,A73,4,A93,A101,2,A123,44,A143,A152,1,A173,1,A192,A201,1
A11,24,A32,A42,1858,A61,A72,4,A92,A101,4,A123,22,A143,A152,1,A173,1,A191,A201,2
A11,24,A32,A42,1478,A61,A75,4,A93,A101,4,A123,42,A143,A152,2,A172,1,A191,A201,1
A12,9,A32,A49,1188,A61,A75,2,A92,A101,4,A121,39,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A41,2603,A65,A73,2,A94,A101,4,A122,30,A143,A151,1,A173,1,A192,A201,1
A11,9,A32,A40,1203,A61,A75,1,A93,A101,2,A123,43,A141,A152,2,A172,1,A192,A201,1
A11,41,A34,A40,1038,A61,A74,4,A94,A101,1,A122,24,A143,A152,2,A173,1,A191,A201,1
A11,24,A32,A43,3660,A61,A73,2,A92,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,1
A14,24,A34,A43,13337,A61,A75,4,A94,A101,2,A123,31,A143,A152,1,A173,1,A192,A201,1
A12,24,A34,A42,4736,A61,A72,2,A92,A101,4,A123,25,A142,A152,1,A173,1,A191,A201,1
A14,41,A34,A42,13805,A61,A74,2,A94,A101,2,A121,30,A143,A152,1,A172,1,A191,A201,1
A12,27,A32,A49,2528,A61,A72,4,A92,A101,4,A121,32,A143,A152,1,A173,1,A192,A201,1
A11,21,A32,A43,1835,A61,A73,1,A92,A101,2,A123,25,A143,A152,2,A173,1,A192,A201,1
A11,21,A34,A40,1602,A61,A75,4,A94,A101,3,A123,30,A143,A152,2,A173,1,A192,A201,2
A13,42,A32,A42,7882,A65,A74,2,A93,A101,2,A122,45,A141,A151,1,A173,1,A191,A201,1
A14,24,A32,A410,2141,A61,A74,4,A93,A101,4,A123,30,A143,A152,1,A173,1,A192,A201,1
A12,60,A33,A43,7418,A61,A73,4,A93,A101,4,A123,27,A143,A152,1,A173,1,A192,A201,1
A14,40,A32,A41,858,A65,A75,4,A93,A101,2,A122,30,A143,A152,2,A174,1,A192,A201,1
A14,24,A32,A40,2133,A61,A75,4,A92,A101,4,A123,52,A143,A152,1,A174,1,A192,A201,1
A14,40,A32,A44,3235,A61,A75,1,A94,A101,4,A123,43,A143,A152,1,A172,1,A191,A201,1
A11,24,A34,A41,6419,A61,A75,2,A92,A101,4,A122,44,A143,A152,2,A173,1,A191,A201,1
A14,36,A32,A41,4686,A61,A73,2,A93,A101,4,A122,39,A143,A153,1,A173,1,A191,A201,1
A13,48,A32,A45,7824,A61,A72,1,A92,A101,2,A123,52,A143,A152,2,A173,1,A192,A201,1
A13,36,A33,A41,3229,A61,A73,2,A93,A101,4,A122,38,A143,A152,1,A173,1,A191,A201,1
A14,39,A34,A41,10824,A65,A74,4,A93,A101,4,A123,24,A143,A152,2,A173,1,A191,A201,1
A14,30,A34,A42,5003,A61,A73,1,A92,A101,4,A122,25,A141,A152,2,A173,1,A191,A201,2
A12,12,A32,A43,1126,A62,A75,2,A94,A101,4,A123,24,A143,A152,1,A173,1,A191,A201,1
A11,48,A32,A41,4788,A61,A74,4,A93,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,2
A13,10,A34,A40,781,A61,A75,4,A93,A101,4,A122,63,A143,A152,2,A173,1,A192,A201,1
A11,30,A33,A49,1797,A61,A74,1,A93,A101,3,A123,28,A143,A152,1,A172,1,A191,A201,1
A14,27,A34,A40,3443,A65,A73,4,A92,A101,3,A124,31,A143,A152,1,A173,1,A191,A201,1
A12,15,A32,A40,2631,A62,A73,2,A92,A101,4,A123,28,A143,A152,2,A173,1,A192,A201,1
A14,51,A34,A40,4071,A61,A73,4,A92,A101,4,A123,38,A143,A152,1,A172,1,A191,A201,1
A13,12,A34,A46,936,A65,A75,4,A94,A101,2,A123,52,A141,A152,2,A172,1,A192,A201,1
A11,14,A32,A40,3973,A61,A73,4,A93,A101,4,A122,22,A143,A152,1,A173,1,A191,A201,2
A14,30,A32,A41,7485,A61,A73,4,A92,A101,4,A121,33,A143,A152,1,A174,1,A192,A201,1
A12,24,A32,A43,1534,A61,A72,4,A94,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,1
A11,36,A32,A41,5493,A61,A75,2,A93,A101,4,A122,42,A143,A152,1,A173,1,A191,A201,2
A12,12,A34,A43,4933,A61,A74,2,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1
A14,36,A32,A43,2394,A61,A73,4,A92,A101,4,A123,25,A143,A152,2,A173,1,A191,A201,1
A13,24,A34,A45,996,A61,A74,4,A92,A101,4,A123,23,A143,A152,2,A173,1,A192,A201,1
A11,12,A32,A42,4153,A61,A73,2,A93,A101,3,A123,42,A143,A152,1,A173,1,A191,A201,1
A14,24,A34,A42,1231,A61,A75,2,A93,A101,4,A122,57,A142,A152,2,A172,1,A191,A201,1
A14,48,A33,A43,846,A61,A75,4,A93,A101,4,A123,36,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A43,14171,A61,A74,4,A92,A101,2,A123,33,A143,A152,2,A172,1,A192,A201,1
A11,15,A32,A40,1403,A61,A73,2,A92,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,2
A12,15,A34,A42,7374,A61,A72,4,A93,A101,4,A123,30,A143,A152,1,A174,1,A191,A201,1
A12,24,A33,A49,9713,A61,A74,4,A93,A101,4,A123,36,A143,A152,1,A173,1,A192,A201,1
A14,24,A32,A410,8947,A61,A74,4,A93,A101,4,A123,31,A143,A152,1,A174,1,A191,A201,1
A14,24,A34,A42,1559,A61,A74,4,A93,A101,4,A122,30,A143,A152,1,A172,1,A192,A201,1
A13,15,A32,A46,392,A61,A72,4,A92,A101,4,A123,23,A143,A152,1,A173,1,A192,A201,1
A12,24,A32,A40,15569,A65,A74,4,A92,A101,4,A123,22,A143,A152,2,A172,1,A192,A201,1
A14,13,A32,A49,12065,A62,A73,4,A94,A101,3,A123,27,A143,A152,1,A173,1,A192,A201,1
A14,24,A34,A40,1028,A61,A73,4,A92,A101,3,A124,36,A143,A152,2,A173,1,A191,A201,2
A14,24,A34,A410,10128,A61,A73,4,A92,A101,4,A123,30,A143,A152,2,A172,1,A192,A201,1
A12,9,A33,A43,760,A61,A72,4,A92,A101,4,A123,28,A143,A152,1,A172,1,A192,A201,1
A11,10,A34,A40,1038,A61,A74,4,A92,A101,3,A121,24,A143,A152,2,A173,1,A191,A201,2
A14,6,A32,A44,1338,A65,A73,4,A93,A101,4,A123,31,A143,A153,2,A173,1,A191,A201,1
A12,30,A34,A40,2181,A61,A75,4,A93,A101,4,A123,36,A143,A152,2,A173,1,A191,A201,1
A11,12,A32,A40,3398,A61,A74,3,A93,A101,4,A123,30,A143,A152,1,A172,1,A191,A201,1
A12,41,A32,A44,3213,A62,A72,4,A94,A101,3,A123,25,A143,A152,1,A173,1,A191,A201,1
A14,18,A32,A45,7537,A62,A74,2,A93,A101,2,A123,32,A143,A152,1,A173,1,A191,A201,1
A12,24,A33,A49,4712,A65,A75,4,A93,A101,4,A122,37,A143,A152,1,A173,1,A191,A201,1
A12,24,A32,A43,1301,A61,A75,4,A94,A101,2,A123,32,A143,A152,1,A172,1,A191,A201,1
A11,15,A34,A40,14679,A61,A73,1,A93,A101,3,A123,37,A143,A152,1,A173,1,A191,A201,1
A14,30,A34,A43,10682,A61,A74,4,A93,A101,4,A123,36,A143,A152,2,A173,1,A192,A201,1
A11,24,A32,A40,1893,A61,A73,4,A92,A101,4,A123,25,A143,A152,1,A173,1,A192,A201,1
A14,60,A33,A45,15653,A65,A75,4,A93,A101,4,A123,21,A143,A152,1,A172,1,A192,A201,1
A14,24,A32,A43,2397,A61,A75,1,A93,A101,2,A123,30,A143,A152,2,A173,1,A192,A201,1
A12,24,A33,A42,2064,A61,A73,1,A92,A101,2,A123,34,A143,A152,1,A174,1,A192,A201,1
A12,24,A32,A40,1223,A61,A75,4,A94,A101,4,A123,46,A143,A152,2,A173,1,A191,A201,1
A14,15,A34,A43,8791,A61,A73,4,A93,A101,4,A123,47,A143,A152,1,A172,1,A192,A201,1
A11,24,A32,A49,3161,A61,A73,4,A93,A101,2,A121,31,A143,A152,1,A173,1,A192,A201,1
A12,24,A32,A410,2002,A61,A74,1,A93,A101,4,A123,30,A143,A152,1,A173,1,A192,A201,1
A11,24,A32,A40,1381,A61,A73,4,A92,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,1
A13,30,A32,A40,4718,A65,A72,4,A94,A101,2,A123,27,A143,A152,1,A173,1,A192,A201,1
A12,30,A34,A49,5615,A65,A75,4,A93,A101,4,A122,20,A143,A152,2,A172,1,A192,A201,1
A14,6,A32,A43,6070,A61,A74,4,A93,A101,4,A123,33,A143,A152,2,A172,1,A192,A201,1
A11,24,A32,A43,1546,A61,A74,4,A93,A101,4,A123,24,A143,A152,1,A172,1,A191,A201,1
A14,15,A33,A42,8982,A65,A73,1,A94,A101,4,A122,30,A143,A152,1,A173,1,A192,A201,1
A12,30,A32,A42,3496,A62,A74,2,A93,A101,2,A123,34,A143,A152,1,A173,1,A192,A201,1
A13,10,A33,A40,5519,A61,A72,4,A93,A101,4,A122,63,A143,A152,2,A173,1,A191,A201,1
A14,2,A34,A41,1455,A61,A73,2,A93,A101,2,A123,42,A143,A152,1,A173,1,A192,A201,1
A14,34,A32,A40,12269,A62,A75,4,A92,A101,2,A123,52,A143,A151,1,A174,1,A191,A201,1
A11,12,A34,A40,731,A61,A75,4,A93,A101,4,A123,47,A143,A152,2,A172,1,A191,A201,1
A12,24,A32,A42,7531,A65,A74,1,A94,A101,3,A123,35,A143,A152,2,A172,1,A192,A201,1
A12,10,A32,A40,7308,A61,A73,2,A93,A101,4,A122,70,A143,A152,1,A174,1,A192,A201,1
A14,12,A33,A43,11079,A61,A73,4,A92,A101,4,A123,34,A143,A152,1,A173,1,A191,A201,1
A12,9,A34,A41,6948,A61,A73,4,A93,A101,4,A123,35,A143,A152,2,A174,1,A192,A201,1
A14,24,A32,A410,2445,A61,A72,2,A94,A101,4,A123,26,A143,A152,1,A173,1,A192,A201,1
A14,24,A34,A49,1185,A61,A73,4,A92,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,1
A12,24,A34,A42,804,A61,A75,4,A93,A101,4,A123,38,A143,A152,1,A173,1,A191,A201,2
A14,24,A34,A43,2684,A61,A73,4,A93,A101,2,A123,35,A143,A152,1,A173,1,A191,A201,1
A12,24,A34,A42,804,A61,A75,4,A93,A101,4,A123,38,A143,A152,1,A173,1,A191,A201,2
A14,24,A33,A45,13378,A61,A73,2,A93,A101,4,A123,32,A143,A152,1,A173,1,A191,A201,1
A12,24,A32,A45,639,A61,A73,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,1
A12,24,A32,A43,2039,A61,A72,4,A94,A101,2,A121,22,A143,A152,1,A173,1,A192,A201,1
A14,24,A32,A40,1344,A61,A75,4,A93,A101,2,A123,37,A141,A152,2,A172,1,A191,A201,2
A11,24,A32,A42,652,A61,A75,4,A92,A101,4,A123,24,A143,A152,1,A173,1,A191,A201,2
A12,12,A33,A40,2862,A65,A75,4,A93,A101,3,A123,30,A143,A152,1,A173,1,A191,A201,1
A11,36,A32,A40,9271,A61,A74,2,A93,A101,2,A123,24,A143,A152,1,A173,1,A192,A201,1
A11,24,A32,A40,10722,A61,A72,4,A92,A101,2,A123,35,A143,A152,1,A172,1,A192,A201,2
A12,15,A34,A42,1928,A61,A72,2,A93,A101,2,A123,31,A143,A152,2,A172,1,A191,A201,1
A13,24,A32,A44,1258,A61,A73,1,A92,A101,3,A123,57,A143,A152,1,A172,1,A191,A201,1
A12,12,A32,A44,276,A61,A73,4,A92,A101,4,A123,52,A143,A152,1,A172,1,A192,A201,1
A14,10,A32,A40,1309,A61,A73,4,A93,A101,4,A122,27,A143,A152,1,A172,1,A191,A201,1
A14,36,A34,A40,6614,A61,A75,2,A92,A101,4,A123,34,A143,A152,2,A173,1,A191,A201,2
A14,24,A32,A45,9566,A61,A75,4,A92,A101,4,A123,31,A143,A152,1,A173,1,A191,A201,1
A14,39,A32,A45,4044,A61,A74,4,A94,A101,3,A121,30,A143,A152,2,A172,1,A191,A201,1
A11,24,A34,A41,1409,A61,A75,4,A93,A101,4,A123,54,A143,A152,1,A173,1,A191,A201,1
A12,24,A32,A43,1331,A61,A72,2,A93,A101,4,A123,22,A143,A152,1,A173,1,A191,A201,1
A14,18,A34,A49,4165,A61,A73,2,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1
A11,11,A33,A40,3905,A62,A72,2,A93,A101,2,A123,30,A143,A152,2,A173,1,A192,A201,1
A14,48,A32,A49,3914,A65,A73,4,A94,A101,2,A123,38,A143,A152,1,A173,1,A191,A201,1
A12,24,A34,A42,1736,A61,A74,4,A92,A101,4,A123,31,A143,A152,1,A172,1,A191,A201,2
A11,24,A32,A41,2812,A61,A75,2,A92,A101,4,A123,26,A143,A152,1,A173,1,A191,A201,1
A14,24,A34,A42,1098,A61,A73,4,A92,A101,4,A123,23,A143,A152,2,A171,1,A191,A201,2
A14,24,A32,A43,2872,A62,A75,4,A93,A101,2,A123,52,A143,A152,1,A173,1,A191,A201,1
A11,15,A34,A42,1433,A61,A73,4,A92,A101,3,A123,25,A143,A152,2,A173,1,A191,A201,2
A11,24,A32,A49,2964,A61,A75,2,A93,A101,4,A122,24,A143,A152,1,A173,1,A191,A201,1
A13,30,A32,A40,783,A61,A73,4,A94,A101,2,A123,26,A141,A152,1,A172,1,A191,A201,1
A11,12,A32,A40,1203,A61,A75,1,A93,A101,2,A123,43,A143,A152,1,A173,1,A192,A201,2
A13,12,A32,A49,1391,A65,A73,4,A94,A101,4,A123,30,A143,A152,1,A173,1,A192,A201,1
A11,36,A34,A41,9629,A61,A74,4,A93,A101,4,A123,24,A143,A152,2,A173,1,A192,A201,1
A11,24,A33,A40,1574,A61,A73,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,1
A12,51,A34,A45,3573,A65,A74,1,A93,A101,3,A121,39,A143,A152,1,A172,1,A192,A201,1
A12,24,A34,A43,1743,A61,A75,4,A93,A101,2,A121,48,A143,A152,2,A172,1,A191,A201,1
A14,24,A32,A40,640,A62,A73,4,A94,A101,2,A123,24,A143,A152,1,A174,1,A191,A201,1
A12,27,A33,A41,5965,A61,A75,4,A93,A101,2,A123,30,A143,A152,2,A174,1,A192,A201,1
A14,15,A34,A43,13052,A61,A73,4,A93,A101,2,A123,46,A143,A152,1,A172,1,A191,A201,1
A12,15,A33,A45,1512,A65,A73,1,A94,A101,3,A123,61,A143,A152,2,A173,1,A191,A201,1
A13,24,A32,A41,1413,A65,A74,1,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,1
A14,15,A34,A40,5045,A61,A73,4,A92,A101,2,A123,39,A143,A152,2,A173,1,A192,A201,1
A13,24,A32,A40,1424,A61,A72,2,A94,A101,1,A123,26,A143,A152,1,A173,1,A192,A201,1
A14,21,A32,A41,5248,A65,A73,1,A93,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,1
A11,21,A32,A42,3599,A61,A74,1,A92,A101,4,A123,26,A143,A152,1,A172,1,A191,A201,1
A12,24,A32,A40,1201,A61,A72,4,A93,A101,4,A121,26,A143,A152,1,A173,1,A191,A201,2
A12,12,A32,A41,5129,A61,A75,2,A92,A101,4,A123,74,A143,A152,1,A174,1,A192,A201,1
A14,48,A34,A42,3780,A61,A73,1,A94,A101,4,A123,35,A143,A152,2,A174,1,A192,A201,1
A14,36,A34,A49,13564,A61,A75,4,A93,A101,4,A123,33,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A40,1525,A62,A74,4,A92,A101,3,A124,30,A143,A152,1,A173,1,A192,A201,1
A14,24,A34,A42,2759,A61,A72,4,A92,A101,4,A123,34,A143,A152,2,A173,1,A191,A201,1
A11,39,A32,A42,1374,A61,A73,4,A94,A101,2,A123,30,A143,A152,1,A172,1,A192,A201,1
A13,15,A32,A41,14232,A61,A73,1,A92,A101,4,A123,30,A143,A152,1,A172,1,A192,A201,1
A11,24,A32,A43,1498,A61,A73,4,A92,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,1
A11,21,A34,A40,1602,A61,A75,4,A94,A101,3,A123,30,A143,A152,2,A173,1,A192,A201,1
A11,12,A34,A45,1288,A61,A75,4,A93,A101,4,A123,42,A143,A152,1,A173,1,A191,A201,1
A14,21,A32,A45,454,A61,A72,1,A94,A101,1,A123,22,A143,A152,1,A172,1,A191,A201,2
A12,46,A32,A49,3566,A61,A73,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,1
A14,12,A32,A42,1980,A61,A72,2,A92,A101,2,A123,25,A143,A151,2,A173,1,A191,A201,1
A12,48,A32,A40,8487,A61,A74,4,A92,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,1
A12,24,A32,A43,3092,A61,A72,1,A94,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,1
A12,30,A32,A42,2745,A61,A74,4,A93,A101,2,A123,43,A143,A152,2,A173,1,A192,A201,1
A12,10,A34,A42,1240,A61,A75,4,A92,A101,4,A122,48,A143,A152,1,A172,1,A191,A201,2
A14,24,A34,A42,1592,A61,A74,4,A92,A101,4,A123,35,A143,A151,1,A173,1,A192,A201,1
A12,36,A32,A41,6204,A61,A73,2,A92,A101,4,A122,44,A143,A152,1,A172,1,A191,A201,1
A12,21,A32,A43,1376,A65,A73,4,A92,A101,4,A123,28,A143,A152,1,A172,1,A191,A201,1
A14,15,A32,A43,1386,A61,A73,4,A94,A101,4,A123,28,A143,A152,1,A172,1,A192,A201,1
A14,15,A32,A46,4623,A61,A73,1,A93,A101,2,A123,30,A143,A152,1,A174,1,A192,A201,1
A11,30,A34,A41,10623,A61,A75,1,A93,A101,4,A122,38,A143,A152,1,A174,1,A192,A201,1
A14,36,A32,A42,1766,A61,A73,4,A94,A101,2,A123,57,A143,A152,1,A173,1,A191,A201,1
A11,24,A32,A49,10945,A62,A72,2,A92,A101,2,A121,30,A143,A152,1,A172,1,A191,A201,1
A14,41,A32,A41,1236,A61,A73,2,A92,A101,4,A123,71,A141,A152,2,A172,1,A191,A201,1
A13,18,A34,A45,12994,A61,A72,2,A92,A101,2,A123,27,A143,A152,2,A173,1,A192,A201,1
A14,15,A34,A44,12476,A65,A75,4,A93,A101,2,A123,26,A143,A152,1,A174,1,A191,A201,1
A11,60,A34,A40,666,A61,A74,1,A92,A101,4,A123,72,A143,A152,2,A173,1,A192,A201,1
A12,45,A33,A43,1553,A65,A72,1,A94,A101,2,A123,70,A143,A152,1,A173,1,A191,A201,1
A12,24,A34,A46,5743,A61,A72,2,A92,A101,4,A122,24,A143,A152,2,A173,1,A192,A201,1
A12,24,A32,A43,766,A65,A73,4,A93,A101,3,A123,66,A143,A152,1,A172,1,A191,A201,1
A12,24,A34,A40,1495,A61,A75,4,A94,A101,4,A123,38,A143,A151,2,A174,1,A191,A201,1
A12,30,A33,A49,13958,A61,A75,4,A92,A101,2,A123,41,A143,A152,2,A173,1,A191,A201,1
A12,24,A34,A42,4736,A61,A72,2,A92,A101,4,A123,25,A141,A152,1,A172,1,A191,A201,2
A13,15,A34,A43,1271,A61,A73,1,A93,A101,4,A123,35,A143,A152,2,A173,1,A192,A201,1
A12,60,A33,A43,9157,A61,A73,2,A93,A101,2,A123,27,A143,A152,1,A174,1,A191,A201,1
A14,15,A34,A41,9167,A61,A73,1,A93,A101,4,A122,31,A141,A152,2,A172,1,A191,A201,1
A14,48,A34,A41,11590,A65,A73,2,A92,A101,4,A123,24,A143,A152,2,A172,1,A191,A201,1
A12,15,A32,A44,4485,A62,A74,4,A93,A101,3,A123,36,A143,A152,2,A173,1,A191,A201,1
A12,12,A32,A40,1437,A62,A74,2,A93,A101,3,A123,25,A143,A152,1,A173,1,A191,A201,1
A14,12,A32,A43,2753,A61,A75,4,A92,A101,4,A123,35,A143,A152,2,A173,1,A191,A201,1
A11,15,A34,A40,1721,A61,A72,4,A93,A101,3,A124,70,A143,A152,1,A174,1,A191,A201,1
A13,45,A32,A43,3399,A61,A75,2,A93,A101,3,A123,37,A143,A152,2,A174,1,A191,A201,1
A12,24,A32,A410,1239,A61,A72,2,A93,A101,4,A123,38,A143,A152,1,A173,1,A192,A201,1
A13,42,A34,A49,6289,A61,A72,2,A94,A101,4,A121,33,A143,A152,2,A173,1,A191,A201,2
A12,48,A32,A40,3949,A61,A73,4,A93,A101,3,A123,37,A143,A152,1,A174,1,A192,A201,1
A14,24,A32,A42,1552,A61,A74,1,A93,A101,2,A121,72,A143,A152,1,A172,1,A191,A201,1
A14,12,A33,A44,11376,A61,A72,4,A94,A101,4,A122,68,A143,A152,1,A174,1,A192,A201,1
A14,15,A34,A40,12724,A61,A73,4,A94,A101,4,A123,30,A143,A152,2,A172,1,A192,A201,1
A11,24,A32,A43,1498,A61,A73,4,A92,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,1
A14,60,A32,A40,10366,A61,A75,2,A93,A101,4,A123,42,A143,A152,1,A174,1,A192,A201,1
A14,24,A32,A43,3621,A62,A75,2,A93,A101,4,A123,31,A143,A152,2,A173,1,A191,A201,1
A14,24,A32,A41,2197,A65,A74,2,A93,A101,4,A123,57,A141,A152,1,A172,1,A192,A201,1
